facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status
Bugiri Medical services HC II,lqid9f1jsGN,HC II,PFP,NA,NA,Busoga,Functional
Allied General Medical Clinic,BWfUtnoSv0P,Clinic,PFP,0.564537,33.755298,Busoga,Functional
Bugiri MC HC III,NNIbG3x0vW4,HC III,GOV,0.553043,33.764785,Busoga,Functional
Ayeeta Medical Centre,dJn7OtMw7S0,HC II,PFP,0.57077,33.748501,Busoga,Functional
Fast Line Cinic Clinic,dyD1iVotBI3,Clinic,PFP,0.565822,33.75507,Busoga,Functional
Kigulu HC II,nATS7pzO63j,HC II,GOV,0.591639,33.833333,Busoga,Functional
Iwemba HC III,rlXW6WfCgAp,HC III,GOV,0.601046,33.808267,Busoga,Functional
Nambo HC II,F9CI9eMBhCE,HC II,GOV,0.60675,33.794575,Busoga,Functional
Kasokwe (Bugiri) HC II,jOP0HzZLr2j,HC II,PNFP,0.64967,33.82077,Busoga,Non-Functional
Kayango HC III,BNsfT2yL0kW,HC III,GOV,0.567353,33.843572,Busoga,Functional
Kapyanga (Bugubo) HC II,a8109gv7MMz,HC II,GOV,0.55259,33.779973,Busoga,Functional
Kirongero HC II,v2XOGwTwMGe,HC II,PNFP,0.592166,33.755881,Busoga,Functional
Kiseitaka HC II,m6v8B2bP3ar,HC II,GOV,0.603781,33.755054,Busoga,Functional
Nanderema HC II,dIkUObxFycV,HC II,GOV,0.537312,33.75062,Busoga,Functional
Bugiri Mayuge HC III,bV0ljliUSvK,HC III,GOV,0.406802,33.801396,Busoga,Functional
Kayogera HC II,yj1g0uy0fXZ,HC II,GOV,0.478771,33.761759,Busoga,Functional
Kitumba HC II,aXOYCLj6ksD,HC II,GOV,0.412967,33.759679,Busoga,Functional
St. Luke Muterere HC II,XtoI9233bvR,HC II,PNFP,0.426027,33.786169,Busoga,Functional
Muterere HC III,RVFMEGRSxTl,HC III,GOV,0.432192,33.775757,Busoga,Functional
Village Of Eden HC II,jPFMw8jhYY1,HC II,PFP,0.551755,33.927531,Busoga,Functional
Nkaiza HC II,UHlQWaIlqvU,HC II,GOV,0.652591,33.773586,Busoga,Functional
Wangobo HC II,aK4gwJ4rOvw,HC II,GOV,0.715258,33.677355,Busoga,Functional
Nabukalu HC III,txcjTxewsdC,HC III,GOV,0.648472,33.730099,Busoga,Functional
Bugoyozi HC II,IOqy7sFGqVv,HC II,GOV,0.49139,33.784781,Busoga,Functional
Healing Grace Medical Centre HC II,VH671ZJVZVB,HC II,PNFP,NA,NA,Busoga,Functional
Namayemba Safe Motherhood HC II,bs5xBJK6Qrb,HC II,PNFP,0.528068,33.779123,Busoga,Functional
Matiki HC II,ajuXeILzSDT,HC III,GOV,0.485376,33.631690999999996,Busoga,Functional
Mirembe Medical Centre Resource Centre,KZTq0UyqexL,HC II,PFP,NA,NA,Busoga,Non-Functional
Nankoma Islamic HC II,E8VBctyrVK1,HC II,PNFP,0.449464,33.681346,Busoga,Functional
Busimbi HC II,MHGvrWftKzk,HC II,GOV,0.479005,33.708829,Busoga,Functional
Kyemeire HC II,ar6iOa5kNV5,HC II,PNFP,0.471441,33.684686,Busoga,Functional
Nankoma HC IV,ygGN15RPkJR,HC IV,GOV,0.451023,33.679427,Busoga,Functional
URHB Medical Center Clinic,YTYOolNiu9C,Clinic,PNFP,0.573619,33.745373,Busoga,Functional
Bugiri Hospital,CNG62dd4mE1,General Hospital,GOV,0.572916,33.742546,Busoga,Functional
BMK HC II,HtHzvQHn0WJ,HC II,PFP,0.564459,33.749376,Busoga,Functional
Bugiri Police HC II,mDDQrbbC8wK,HC II,GOV,0.568992,33.749561,Busoga,Functional
Busesa Prison Clinic,gzDQrezinBK,HC II,GOV,NA,NA,Busoga,Functional
Bukoteka HC II,OI8TRCBrnAW,HC II,PNFP,0.609839,33.57708,Busoga,Functional
Busesa HC IV,FLMye24JUsV,HC IV,GOV,0.625225,33.59282,Busoga,Functional
Hope Children's  Clinic HC II,Ol1Eb7jfNAG,HC II,PFP,0.625504,33.600295,Busoga,Functional
Alpha Medical Centre Clinic,QQokc5ANpJ2,Clinic,PFP,0.776036,33.623158,Busoga,Functional
Busembatya HC III,RWICuGNoE6b,HC III,GOV,0.77707,33.621495,Busoga,Functional
Buyanga HC II,UZSPJdQFkvD,HC II,GOV,0.643299,33.620944,Busoga,Functional
Lubira HC III,NZmcEUkHQPs,HC III,GOV,0.715477,33.627269,Busoga,Functional
Bwigula HC II,pIIknYAOSrJ,HC II,GOV,0.624673,33.650484,Busoga,Functional
Nkombe (Buyanga) HC II,kUonlvZyTBd,HC II,GOV,0.657953,33.65204,Busoga,Functional
Mapp Medical Centre Clinic,mzyKOz1z1J9,Clinic,PFP,NA,NA,Busoga,Non-Functional
Ibulanku Community Health Center HC III,kiuNceUg1Zo,HC III,PNFP,0.604828,33.600603,Busoga,Functional
Namiganda HC II,aQzm1D9r3PC,HC II,GOV,0.551506,33.615146,Busoga,Functional
Nsale HC II,ktWYA6M0nc1,HC II,GOV,0.582528,33.639968,Busoga,Functional
Idudi HC II,WiYcFTt4Kzn,HC II,GOV,NA,NA,Busoga,Functional
New Life Medical Centre,oHaJwDyZkuy,HC II,PFP,NA,NA,Busoga,Functional
Idudi Domicilliary Clinic,tBCbL5Q1vKo,Clinic,PFP,0.62422,33.620434,Busoga,Non-Functional
Netcare medical centre HC II,YlgW3mVo9uu,HC II,PFP,0.622267,33.626106,Busoga,Non-Functional
St. Ann Domicilliary HC II,UkqWwUFawLY,Clinic,PFP,0.622171,33.617781,Busoga,Functional
Igombe HC III,PP7yUJOjWsV,HC III,GOV,0.566741,33.569067,Busoga,Functional
Kibadde Kisa Medical Centre,wi7vFV9G9Bj,HC II,PFP,NA,NA,Busoga,Functional
Bulyansime HC II,kwX8AJb1QLp,HC II,PNFP,0.547751,33.5854,Busoga,Functional
Bubenge HC II,Qbag4aljhCh,HC II,GOV,0.585381,33.562584,Busoga,Functional
Makuutu HC III,SL6MqJXGcbv,HC III,GOV,0.49922,33.592078,Busoga,Functional
Kasozi (Makutu) HC II,mQPAnLA1aKz,HC II,GOV,0.456598,33.595565,Busoga,Functional
Idinda HC II,vrtsBgFPjG7,HC II,GOV,0.787231,33.596732,Busoga,Functional
Minani HC III,OipU7GANECi,HC III,GOV,0.760309,33.586649,Busoga,Functional
Namalemba HC II,ab2LdWmBmeS,HC II,PNFP,0.758026,33.607316,Busoga,Functional
Namalemba Prison Clinic,gXUND0IUqBh,HC II,GOV,NA,NA,Busoga,Functional
Namunyumya HC II,ZdDYJV1qr97,HC II,GOV,0.753127,33.625563,Busoga,Functional
Nawangisa HC III,qov8RA5TxkL,HC III,GOV,0.720745,33.584807,Busoga,Functional
Namusikizi HC II,IIebiWis6BW,HC II,GOV,1.041881,33.202845,Busoga,Functional
Namulikya HC II,XHVJy3yg2Oz,HC II,PNFP,1.111118,33.262373,Busoga,Functional
Iraapa HC II,NrdLSWyKHLF,HC II,PNFP,1.077366,33.167581,Busoga,Functional
Buyende Bugaya HC III,ADB4cMlJP2q,HC IV,GOV,1.095668,33.243057,Busoga,Functional
Bukungu HC III,L63oRktfIfQ,HC III,GOV,1.436573,32.867263,Busoga,Functional
Buyanja SDA HC II,YYtjEbgJadL,HC II,PNFP,1.399533,32.892623,Busoga,Functional
Kakooge HC III,i1KIxI3H281,HC III,PNFP,1.052473,32.466572,Busoga,Functional
Ikanda HC II,e52pQL1vETI,HC II,GOV,NA,NA,Busoga,Functional
Kakooge HC II,ePBBFCBzmt1,HC III,GOV,1.271957,33.195851,Busoga,Functional
Buyende Police HC II,kqzuojcxBxs,HC II,GOV,NA,NA,Busoga,Functional
Buyende Prison HC II,YyMrMYzJzsf,HC II,GOV,NA,NA,Busoga,Functional
Buyende HC III,a6qaoH2Xzb1,HC III,GOV,1.156855,33.161184,Busoga,Functional
Mpunde HC II,hUhiiXuFEbT,HC II,GOV,NA,NA,Busoga,Functional
Nkoone HC II,QiVIw8ruYEs,HC II,GOV,NA,NA,Busoga,Functional
Mpunde Empowerment to Heal Uganda HC II,H8x9WpzxLsl,HC II,PNFP,NA,NA,Busoga,Functional
Irundu HC III,GRE9Qa05dRS,HC III,GOV,1.218459,33.372686,Busoga,Functional
Irundu St. Mathias Mulumba HC III,wVUhuXat0MO,HC III,PNFP,1.221399,33.364563,Busoga,Functional
Joy Health Unit HC II,cPD20WxZQ27,HC II,PNFP,1.200227,33.300344,Busoga,Functional
Kagulu HC II,QOZR5fA8TL7,HC II,GOV,1.235331,33.305097,Busoga,Functional
Kidera HC IV,KzxdCSnvGwD,HC IV,GOV,1.337161,32.988922,Busoga,Functional
Kidera Prison Clinic,MhWyHSTHrmd,HC II,GOV,NA,NA,Busoga,Functional
Wesunire Flep HC II,DCjQKtUiiHH,HC II,PNFP,1.204181,33.071046,Busoga,Functional
Wesunire Catholic HC III,KaQgUo68H9v,HC III,PNFP,1.214557,33.138814000000004,Busoga,Functional
Wandago HC II,mF6bQRRHX1e,HC II,GOV,1.019283,33.289526,Busoga,Functional
Ngandho HC II,Dp5AvjsBoN3,HC II,GOV,1.015987,33.257609,Busoga,Functional
Nkondo HC III,x3sV3Vm3jFW,HC III,GOV,1.312021,33.070406,Busoga,Functional
Iringa HC II,aUha0DsNygQ,HC II,GOV,1.256375,32.989729,Busoga,Functional
Kigingi Flep HC II,LBp4DiaMDo4,HC II,PNFP,1.335298,33.062398,Busoga,Functional
"Nkdu Health Center, Iringa HC II",NH812X6ioSQ,HC II,PNFP,1.274603,33.027771,Busoga,Functional
St. Peter Claver HC II,He15t1ovvvF,HC II,PNFP,0.561505,33.451555,Busoga,Functional
Pearl View Medical Clinic HC II,Mxr4Gb5nKhD,HC II,PFP,NA,NA,Busoga,Functional
Nawansinge HC II,axKQfN9J4OH,HC II,GOV,0.582429,33.467401,Busoga,Functional
Kasolo HC II,prOqXqNPpWj,HC II,PNFP,0.613855,33.45348,Busoga,Functional
Bulamagi HC III,Hx3bgntGfm7,HC III,GOV,0.628778,33.441112,Busoga,Functional
Iganga Police HC II,FTzrUpybpQS,HC II,GOV,0.612711,33.47275,Busoga,Functional
Iganga Ug. Prison HC II,jrCQHd9oRg6,HC II,GOV,NA,NA,Busoga,Functional
Nabidongha Health Centre III,HfrkUP3pD0k,HC III,GOV,0.606034,33.481118,Busoga,Functional
Peak Point Medical Centre Clinic,yXC71NnSrVn,Clinic,PFP,0.61079,33.472651,Busoga,Functional
Walugogo HC II,ap4CDjbaBSp,HC II,PFP,NA,NA,Busoga,Functional
Iganga Hospital,EKPCmrHaBSg,General Hospital,GOV,0.616436,33.484354,Busoga,Functional
Iganga Islamic Medical Centre HC III,aElqyBOYxsd,HC III,PNFP,0.61218,33.475387,Busoga,Functional
Iganga Lifecare Clinic,qscXfBxQ88B,Clinic,PFP,NA,NA,Busoga,Functional
Iganga Medicare Clinic,NsomATk5FnX,Clinic,PFP,0.610015,33.476702,Busoga,Functional
Naibiri HC II,NXPEomiL045,HC II,GOV,0.83282,33.522827,Busoga,Functional
Nabitende HC II,uZ8tbaDbmB3,HC II,PNFP,0.762817,33.464627,Busoga,Functional
Naluko HC II,mp0hV54OL4E,HC II,PFP,NA,NA,Busoga,Functional
Kasambika HC III,FSVMTORF0Dn,HC III,GOV,0.854335,33.478047,Busoga,Functional
Bugono HC IV,JkMbi1FzXrX,HC IV,GOV,0.794943,33.453261,Busoga,Functional
Itanda HC II,avJPCoMRZ9n,HC II,GOV,0.82003,33.470707,Busoga,Functional
Ituba HC II,QkBTEggkt4y,HC II,GOV,0.75959,33.45738,Busoga,Functional
Musana Community Centre Clinic,RmhRMYBxYBg,Clinic,PFP,0.622716,33.494068,Busoga,Functional
Nakalama Domicilliary Clinic,FE2NPb3ItFo,Clinic,PFP,0.631005,33.519611,Busoga,Functional
Nakalama Epi Centre HC II,NPczcAlZ2AY,HC II,GOV,0.6423,33.533828,Busoga,Functional
Nakalama HC III,ixwFzMD6GcM,HC III,GOV,0.671381,33.558042,Busoga,Functional
Nawanzu HC II,rdZgIFDlUWW,HC II,GOV,0.552003,33.493427,Busoga,Functional
Bukwaya HC II,gbNAf8PVy0E,HC II,GOV,0.552349,33.505196,Busoga,Functional
St. Kizito Mission Namirali HC II,HpAM0rb6R2j,HC II,PNFP,NA,NA,Busoga,Functional
Bulubandi HC II,QxgzWrwUQ0o,HC II,GOV,0.592741,33.493421,Busoga,Functional
Busowobi HC III,fqWdsy0CuFR,HC III,GOV,0.610298,33.534325,Busoga,Functional
Kakombo HC II,RRMU2EDNAdg,HC II,PNFP,0.551952,33.520563,Busoga,Functional
Nasuti HC II,z1sgA9QIceC,HC II,PNFP,0.749481,33.508754,Busoga,Functional
Nambale HC III,tJVNDcI33wJ,HC III,GOV,0.777672,33.502976,Busoga,Functional
Namunkesu HC II,az7Fcxfmke7,HC II,GOV,0.694324,33.499834,Busoga,Functional
Namunsala HC II,MqszNOCecxv,HC II,GOV,0.673965,33.49041,Busoga,Functional
Namungalwe Prison Clinic,zW41infbHYC,HC II,GOV,NA,NA,Busoga,Functional
Namungalwe HC III,a8Qm23qwGwy,HC III,GOV,0.718002,33.492814,Busoga,Functional
Kawete HC II,HxDOa69pePc,HC II,GOV,0.712435,33.469667,Busoga,Functional
Namusiisi HC II,ZBnjYnfB0kd,HC II,GOV,0.859616,33.437797,Busoga,Functional
Nawandala HC III,hA4k0l8StRh,HC III,GOV,0.826945,33.395215,Busoga,Functional
Buzaaya HC II,Adxinf4hk0o,HC II,GOV,0.886718,33.414251,Busoga,Functional
Hope & Healing Center,Nm76d3LgPHk,HC II,PFP,NA,NA,Busoga,Functional
Kiringa (Iganga) HC II,LWx8ihq5EVl,HC II,PNFP,0.830122,33.422219,Busoga,Functional
Kiwanyi HC II,eN9V8wuZGOa,HC II,PNFP,0.809339,33.439065,Busoga,Functional
Mawagala HC II,zCdcy1i5r0y,HC II,PNFP,0.690991,33.435675,Busoga,Functional
Bunyiiro HC II,aqKT8ebfGls,HC II,PNFP,0.687808,33.46551,Busoga,Functional
Bunyiiro HC III,BxF2c8dwf02,HC III,GOV,0.676834,33.474955,Busoga,Functional
Magogo HC II,W4uBcP0Hwuc,HC II,GOV,0.644158,33.465605,Busoga,Functional
Mercy Medical Iganga Clinic,JTEu7SHCL9k,Clinic,PFP,0.618734,33.482161,Busoga,Functional
New Hope Hospital,BYby89Z7I3l,General Hospital,PFP,0.62417,33.48329,Busoga,Non-Functional
Reproductive Health Uganda (Iganga) HC II,sTPzvbPlhlu,HC II,PNFP,0.617672,33.481416,Busoga,Functional
Shalom Medical Centre HC II,XTAx6eBkPBM,HC II,PFP,NA,NA,Busoga,Functional
Trust Medical Centre,YfZcNRt0X9g,HC II,PFP,NA,NA,Busoga,Functional
Bethany HC II,Zc2dx1uKbB4,HC II,PNFP,0.619585,33.471096,Busoga,Functional
Hovic Medical Centre Clinic,GjaR0hzgtK7,Clinic,PFP,0.617099,33.484539,Busoga,Functional
Iganga Town Council HC III,M6qnxgpeCA4,HC III,GOV,0.616044,33.479734,Busoga,Functional
Maria Medical Centre Clinic,uabmhhONOgQ,Clinic,PFP,0.617408,33.481457,Busoga,Functional
Glanz Dignity Medcare,mAaZrOcKgyk,HC III,PNFP,NA,NA,Busoga,Functional
Guardian Angle Internation,bHT5Yt6i8o3,Clinic,PFP,0.649882,33.167734,Busoga,Non-Functional
Ivunamba HC II,fMB1M2N9wak,HC II,GOV,0.500032,33.175851,Busoga,Functional
Jinja Medical Chambers,RNJNDoQ7rvR,HC III,PNFP,NA,NA,Busoga,Functional
Kibibi HC II,kSluRjthpsk,HC II,GOV,0.543919,33.134107,Busoga,Functional
Kyomya HC II,k0sbMy2mOFw,HC II,GOV,0.547784,33.172747,Busoga,Functional
Lukolo HC III,NRHnL9b4KGT,HC III,GOV,0.562811,33.187226,Busoga,Functional
Lwanda HC II,FqJORz2AePH,HC II,GOV,0.528206,33.221429,Busoga,Functional
Mafubira HC II,Nt3Z2TbccBd,HC II,GOV,0.472768,33.210781,Busoga,Functional
Monic Medical Centre,sjPns46nkLM,Clinic,PNFP,NA,NA,Busoga,Functional
Musima HC II,a5M6FUk1emx,HC II,GOV,0.496058,33.249075,Busoga,Functional
Nawangoma HC II,iL4Ek3j0su3,HC II,GOV,0.532452,33.185435,Busoga,Functional
One World Health,vFeIJU8Xwoy,HC III,PNFP,NA,NA,Busoga,Functional
Soft Power Clinic,qCl4oiQptB0,Clinic,PNFP,0.488888,33.161781,Busoga,Functional
Spep Karl Hospital,Moo63OAKccm,General Hospital,PNFP,NA,NA,Busoga,Functional
St Andrew Basette,AmOAHYJn97w,HC III,PNFP,NA,NA,Busoga,Functional
St. Benedict's  HC III,OZm6EKHBeMU,HC III,PNFP,0.468591,33.260966,Busoga,Functional
St. Joseph HC II,d6n146JIBkJ,HC II,PFP,0.50802,33.216393,Busoga,Functional
Wakitaka HC III,uN5b8CDfZxZ,HC III,GOV,0.491226,33.219337,Busoga,Functional
Budondo HC IV,BTNeWyNJanq,HC IV,GOV,0.51686,33.162061,Busoga,Functional
Aoet HC II,YUaxNtqNWFW,HC II,PNFP,0.468102,33.229198,Busoga,Functional
Almeca Medicare HC III,sWiFANJNsQo,HC III,PNFP,0.469229,33.208434,Busoga,Functional
Bugembe HC IV,MmVUt93uiqa,HC IV,GOV,0.464387,33.237376,Busoga,Functional
Bugembe Prison HC II,EYfvbgpSbDF,HC II,GOV,NA,NA,Busoga,Functional
Buwenda HC II,nc6Tib9PWOR,HC II,GOV,0.477735,33.173299,Busoga,Functional
Dag Clinic,vWBwg3QH66P,Clinic,PFP,0.467412,33.23764,Busoga,Functional
Dr. Keneko Faith Memorial Centre,m1eE3wczeEM,Clinic,PNFP,0.475485,33.239987,Busoga,Functional
Jinja Main Prison HC III,aITcTSaL6bT,HC III,GOV,0.413124,33.22809,Busoga,Functional
AIDS Information Centre (Jinja) Special Clinic,ndyRWKL0fDH,Clinic,PNFP,0.425105,33.203477,Busoga,Functional
Al-Shafa Medical Centre Hospital,qXap2NIu04L,General Hospital,PFP,0.458779,33.217482,Busoga,Functional
Bunawona (Jinja) Clinic,Q3gqMYnVq5B,Clinic,PFP,0.432048,33.212109,Busoga,Non-Functional
Crescent Medical Centre HC III,Q85OWcDwPLr,HC III,PNFP,0.44411,33.19818,Busoga,Functional
Family Hope Center Jinja Special Clinic,aNxk6ghyV8u,Clinic,PNFP,0.42909,33.203949,Busoga,Functional
Gaddafi Barracks HC III,BMmhOqlF4EB,HC III,GOV,0.450352,33.203419,Busoga,Functional
International Medical Centre Jinja,Tr50PChPdLJ,Clinic,PFP,0.43221,33.207953,Busoga,Non-Functional
Jinja Central HC III,JMmqH0e4HlX,HC III,GOV,0.421471,33.208569,Busoga,Functional
Jinja International Medical Centre (IMC),JrZ4o0NyqAv,Clinic,PNFP,0.43212,33.208054,Busoga,Functional
Jinja Islamic HC III,I1bl5B86SPY,HC III,PNFP,0.427768,33.207827,Busoga,Functional
Jinja Medcare Clinic,e7LJGg7TItR,Clinic,PFP,0.429635,33.209991,Busoga,Non-Functional
Jinja Medical Practice Ltd,k4Eck7qAIYP,Clinic,PFP,0.438713,33.195335,Busoga,Non-Functional
Jinja Police HC III,QPEq1rVFQA7,HC III,GOV,0.445227,33.211057,Busoga,Functional
Jinja Regional Referral Hospital,SZS6IdnTKZR,RRH,GOV,0.430025,33.203611,Busoga,Functional
Jinja Remand Prison HC III,zMdacW81fkW,HC III,GOV,0.420006,33.226122,Busoga,Functional
Jinja Women Prison HC II,pD5pZOpv10T,HC II,GOV,NA,NA,Busoga,Functional
Kampala Road Medical and Eye Care Unit,aOiWdlw9gZt,Clinic,PFP,0.431514,33.207296,Busoga,Non-Functional
Kamu Medical Centre,n2OTR3rduZv,Clinic,PFP,NA,NA,Busoga,Functional
Kimaka HC II,gOPqoaeHJKA,HC III,GOV,0.452932,33.190927,Busoga,Functional
Kimaka Police Airwing HC II,nZ7rpiqQoJb,HC II,GOV,NA,NA,Busoga,Functional
Kisiima Islands HC II,aHp1zIwZaDV,HC III,GOV,0.42761,33.26618,Busoga,Functional
Marie Stopes Uganda Jinja HC II,J6P4prqd0H7,HC II,PNFP,0.432799,33.207239,Busoga,Functional
Maro Clinic,mbYsom1BJQs,Clinic,PFP,0.424313,33.207957,Busoga,Non-Functional
Masese Danida HC II,a7pTM6VuAn9,HC II,PNFP,0.45065,33.228964,Busoga,Functional
Masese III HC II,Q2viFI8tSAY,HC II,GOV,0.450524,33.224338,Busoga,Functional
Masese Port HC II,Tp0ku4vgGZJ,HC II,GOV,0.444338,33.241007,Busoga,Functional
Mobashar Medical Center Clinic,xB9VitOGT9B,Clinic,PNFP,0.431956,33.208618,Busoga,Functional
Mpumudde HC IV,pAsdJsJETch,HC IV,GOV,0.460008,33.212311,Busoga,Functional
Muwumba HC III,MW38DjLdTg7,HC III,GOV,0.420617,33.204234,Busoga,Functional
Nakayima Clinic,ra92kK6RNiS,Clinic,PFP,NA,NA,Busoga,Non-Functional
Nalufenya Police HC II,QhrKOmDWaEk,HC II,GOV,NA,NA,Busoga,Functional
Nile Clinic,hcoloNLyQB7,Clinic,PFP,0.427031,33.209287,Busoga,Non-Functional
Nile International Hospital,Yi0ELKJkJS7,General Hospital,PFP,0.439804,33.218601,Busoga,Functional
Rana Medical Center Clinic,jQpAZYI9JcE,Clinic,PFP,0.432577,33.200574,Busoga,Functional
Rapha Medical Centre,ZQWaygmXozv,HC II,PFP,NA,NA,Busoga,Non-Functional
Rippon Medical Services,hAjbRVDrVm3,Clinic,PFP,0.432012,33.207564,Busoga,Functional
Ronz Medical Centre,QcNTOkmqIUg,HC III,PNFP,NA,NA,Busoga,Functional
SDI (Special Doctors International),SBbwmoaOOM2,Clinic,PFP,0.434055,33.207863,Busoga,Functional
Senior Command Staff College HC II,gwaRqFuIFHa,HC II,GOV,0.458872,33.190141,Busoga,Functional
St Nic Medidcal Clinic,vaTYhAo5v67,Clinic,PNFP,NA,NA,Busoga,Functional
St. Balikudembe Clinic,aosaT356c44,Clinic,PFP,0.431952,33.211808,Busoga,Non-Functional
St. Camillus HC III,Cqbfdqjbcdi,HC III,PNFP,0.456605,33.19364,Busoga,Functional
TASO Jinja Special Clinic,zK4jOLmfhz9,Clinic,PNFP,0.431802,33.204373,Busoga,Functional
Walukuba HC IV,E2mdeU0lkNe,HC IV,GOV,0.437516,33.225098,Busoga,Functional
Whispper's Magical Children's Medical Centre,LZKogmRms7s,Clinic,PNFP,0.436565,33.208711,Busoga,Functional
Busedde Prison Clinic,KqVp007zQOY,HC II,GOV,NA,NA,Busoga,Functional
Bwidhabwangu HC II,EUZupmOWTtg,HC II,PNFP,0.639937,33.307415,Busoga,Functional
Kisaasi HC II,mAERMdeZj6X,HC II,GOV,0.58982,33.283707,Busoga,Functional
Busedde HC III,t5UJ7lyEPo3,HC III,GOV,0.590892,33.314515,Busoga,Functional
Mpambwa HC III,OpOGlpV0oLK,HC III,GOV,0.607788,33.37092,Busoga,Functional
Nalinaibi HC II,lZHbUJPtorQ,HC II,GOV,0.560693,33.349013,Busoga,Functional
Nabitambala HC II,ECcU4nC1MjT,HC II,GOV,0.624242,33.32251,Busoga,Functional
Bubugo HC II,YKum2vHCUAD,HC II,GOV,0.599553,33.07609,Busoga,Functional
Budima HC III,CfUwC7rnAVI,HC III,GOV,0.641731,33.103926,Busoga,Functional
Butagaya Prison Clinic,LIHDXxuAjap,HC II,GOV,NA,NA,Busoga,Functional
Iwololo HC II,CIirnzcYtLI,HC II,PNFP,0.61757,33.088886,Busoga,Functional
Lumuli HC II,OfLIf8Za2t6,HC II,GOV,0.647981,33.066323,Busoga,Functional
Nawampandha HC II,OJAHaxY7rug,HC II,PNFP,0.568845,33.092678,Busoga,Functional
Wansimba HC II,iE8EHTPUZ76,HC II,GOV,0.592866,33.108068,Busoga,Functional
Akambye Health,XqLaFT52ll0,Clinic,PFP,NA,NA,Busoga,Non-Functional
Kagoma Prison HC II,sWmFAZ8bNsO,HC II,GOV,NA,NA,Busoga,Functional
Kitanaba HC II,v7kUy7sDbrn,HC II,GOV,0.677348,33.192118,Busoga,Functional
Magamaga HC III,abg74s2NDzQ,HC III,GOV,0.629678,33.175547,Busoga,Functional
Mawoito HC II,eiUNndfmJIW,HC II,GOV,0.657586,33.122862,Busoga,Functional
Mpendo Packer Medical Centre,QlQ1os9nt4H,HC III,PFP,NA,NA,Busoga,Functional
Mpungwe HC II,aIoKvlW1Kfi,HC II,GOV,0.645669,33.205333,Busoga,Functional
Muguluka Flep HC II,Tjj8mXWAJKN,HC II,PNFP,0.611985,33.190792,Busoga,Functional
Mutai HC II,R63lQLnoBOa,HC II,GOV,0.56698,33.212314,Busoga,Functional
Jinja All Saints Kagoma HC III,h67U9AijmDA,HC III,PNFP,0.595037,33.195694,Busoga,Functional
Buwolero HC II,JiNfGuEaIMi,HC II,GOV,0.675562,33.168529,Busoga,Functional
Buwenge General Hospital,XiavvWaLLRz,General Hospital,GOV,0.629491,33.18123,Busoga,Functional
Kabaganda HC II,anyDKTZmVPh,HC II,GOV,0.597748,33.164973,Busoga,Functional
Guardian Cinic,M57u0nsLcIv,Clinic,PFP,NA,NA,Busoga,Functional
Bunawona HC II,EjmlzBc8RyM,HC II,GOV,0.647214,33.181241,Busoga,Functional
Buwenge HC IV,hYRpOD0ijAo,HC IV,GOV,0.652333,33.169528,Busoga,Functional
Buwenge Ngo Hospital,n6WNrT4vfWe,General Hospital,PNFP,0.647771,33.172707,Busoga,Functional
Bwase HC II,tGuQlKqJo5R,HC II,GOV,0.653536,33.164217,Busoga,Functional
Zeda clinic,zBdYV5ZX5yD,Clinic,PFP,NA,NA,Busoga,Functional
Busegula HC II,B9FpgxMLSri,HC II,GOV,0.657916,33.218525,Busoga,Functional
Kakaire HC III,cDySnTOLPKt,HC III,GOV,0.650069,33.27099,Busoga,Functional
Kamigo HC II,aCpZQwWQhog,HC II,GOV,0.618709,33.26634,Busoga,Functional
Nsozibiri HC II,Nv89wZGYg25,HC II,GOV,0.614245,33.225419,Busoga,Functional
Lamu Medical Centre,O6vfH6OfhQs,HC IV,PFP,NA,NA,Busoga,Functional
Wairaka HC II,qGM0ucFnYBQ,HC II,GOV,0.477011,33.26422,Busoga,Functional
Kabembe HC II,oZkdPEw78K7,HC II,GOV,0.519656,33.242158,Busoga,Functional
Kakira HC III,HiCwzjSmUWO,HC III,GOV,0.505678,33.281188,Busoga,Functional
Kakira Prison Clinic,MwZBzDVFYNu,HC II,GOV,NA,NA,Busoga,Functional
Kakira Sugar Workers Hospital,ikdW0m1mt7H,General Hospital,PNFP,0.509295,33.294613,Busoga,Functional
Butagaya HC III,ga9sLsbCiMo,HC III,GOV,0.597045,33.127373,Busoga,Functional
Namwendwa HC II,ms1PcPU9Law,HC II,GOV,0.630665,33.132052,Busoga,Functional
Budomero HC III,MrutYIp69Ui,HC III,GOV,1.046739,33.47405,Busoga,Functional
Nawampiti (Bukamba) HC III,qSsfhLq5dWA,HC III,GOV,1.190096,33.434265,Busoga,Functional
Bulumba Medical Care,jgfl8sTTnT6,HC II,PFP,NA,NA,Busoga,Non-Functional
Bumanya HC IV,dZSLpFo3Ow2,HC IV,GOV,1.002171,33.495395,Busoga,Functional
Kyani HC II,a6QzsCZkXfX,HC II,GOV,0.968388,33.527259,Busoga,Functional
Nabigwali Flep HC II,aVWOZt9GIeu,HC II,PNFP,1.029528,33.518194,Busoga,Functional
Buyinda HC II,URltmopJOMa,HC III,GOV,1.007916,33.523016,Busoga,Functional
Gadumire HC III,Jh6Ds2pV5vS,HC III,GOV,1.10508,33.511363,Busoga,Functional
Buyuge Flep HC II,dOgKEHNZdQl,HC II,PNFP,1.106518,33.493783,Busoga,Functional
