facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status
Chombe,KB050310,Dispensary,Private,-11.64771,34.21214,North Zone,Functional
Chonde,MU210311,Hospital,Government,-15.99708,35.32333,South West Zone,Functional
Chonde,LL040312,Clinic,Mission/Faith-based (other than CHAM),-13.99455,33.80908,Centrals West Zone,Non-functional
Chongoni,DE030313,Dispensary,Government,-14.31971,34.26677,Centrals West Zone,Functional
Chulu,KU070314,Health Centre,Government,-12.82192,33.30816,Central East Zone,Functional
City Health Assembly,LL040315,Clinic,Government,-13.98931,33.77082,Centrals West Zone,Non-functional
City centre Clinic,LL040316,Health Post,Private,-13.95666,33.7839,Centrals West Zone,Functional
Manicipality,ZA230317,Clinic,Government,-15.39072,35.32416,South West Zone,Functional
Barracks,ZA230318,Hospital,Parastatal,-15.39094,35.30534,South West Zone,Functional
Codachom,LL040319,Dispensary,Non-Government,NA,NA,Centrals West Zone,Functional
Come Again,BT240320,Unclassified,Private,-15.790118,35.085924,South East Zone,Functional
Andiamo,BK170321,Health Centre,Christian Health Association of Malawi (CHAM),-15.00318,34.95244,South West Zone,Functional
Mpinganjira,ZA230322,Clinic,Private,-15.32402,35.39372,South West Zone,Functional
Cross Roads Dental,LL040323,Clinic,Private,NA,NA,Centrals West Zone,Functional
Cumnock,KB050324,Clinic,Christian Health Association of Malawi (CHAM),-11.52705,34.08482,North Zone,Functional
Deayang,LL040325,Hospital,Christian Health Association of Malawi (CHAM),-13.87684,33.80867,Centrals West Zone,Functional
Dalirani Private Clinic,BT240326,Clinic,Private,-15.82529,35.08039,South East Zone,Functional
Dalitso,DA020327,Clinic,Private,-13.42237,33.60932,Central East Zone,Functional
Dambe,NE290328,Health Centre,Government,NA,NA,South East Zone,Functional
Livingstonia,RU140329,Clinic,Christian Health Association of Malawi (CHAM),-10.6036335,34.1109092,North Zone,Non-functional
David Livingston,LL040330,Health Post,Private,-13.98173,33.78813,Centrals West Zone,Functional
Steve Gamgata,BT240331,Dispensary,Private,-15.415159328,34.595993268,South East Zone,Functional
"De Johnstone, Maria I.M",BT240332,Health Centre,Private,NA,NA,South East Zone,Functional
Banja la mtsogolo,DE030333,Clinic,Non-Government,-14.37625,34.33035,Centrals West Zone,Non-functional
Dedza District Hospital,DE030334,District Hospital,Government,-14.38596,34.33547,Centrals West Zone,Functional
Dedza Private Clinic,DE030335,Unclassified,Parastatal,-14.386667,34.34323,Centrals West Zone,Functional
Demule,MU210336,Health Post,Christian Health Association of Malawi (CHAM),-15.9629283,35.4800095,South West Zone,Functional
Dental Studio-Zomba Clinic,ZA230337,Dispensary,Private,NA,NA,South West Zone,Functional
Destiny,NK100338,Clinic,Private,-12.508526700000001,34.1120499,Central East Zone,Functional
Diamphwe,LL040339,Health Centre,Government,-14.13232,34.08124,Centrals West Zone,Functional
Dickson,LL040340,Health Centre,Government,-14.26626,33.65885,Centrals West Zone,Functional
Discovery clinic,LL040341,Clinic,Private,-13.95818,33.79159,Centrals West Zone,Functional
District Health Office Mobile,BT240342,Health Centre,Government,NA,NA,South East Zone,Functional
DMI-St. John the Baptist University Clinic,MG200343,Dispensary,Private,NA,NA,South West Zone,Functional
Tambala,NT120344,Health Centre,Government,-14.929733,34.598272,Centrals West Zone,Functional
Dolo,CK270345,Health Centre,Government,-16.55349,34.92423,South East Zone,Functional
Domasi College Clinic,ZA230346,Dispensary,Government,-1,1,South West Zone,Functional
Ginisi,ZA230347,Hospital,Government,-15.28099,35.39935,South West Zone,Functional
Dopa,LL040348,Clinic,Private,-13.88647,33.75712,Centrals West Zone,Non-functional
Doviko,NT120349,Dispensary,Government,-15.0822,34.59094,Centrals West Zone,Functional
Dowa DHO,DA020350,District Hospital,Government,-13.65432,33.93625,Central East Zone,Functional
Dowela,MZ160351,Clinic,Private,-11.8988046,33.5940851,North Zone,Non-functional
Ghumra,LL040352,Clinic,Private,-13.98907,33.77412,Centrals West Zone,Non-functional
Chilemba,BT240353,Clinic,Private,-15.7864,35.0008,South East Zone,Functional
Dr. Dzinyemba,BT240354,Clinic,Private,-15.78609,35.00663,South East Zone,Functional
Lorgat,LL040355,Clinic,Private,-13.99049,33.77638,Centrals West Zone,Non-functional
Dr Kayange,BT240356,Clinic,Mission/Faith-based (other than CHAM),NA,NA,South East Zone,Functional
Dr. Msachi,MZ160357,Clinic,Private,-11.457783,34.0171355,North Zone,Functional
Dr. Kidys,BT240358,Hospital,Private,-15.78662,35.00755,South East Zone,Functional
kampondeni,BT240359,Hospital,Private,-15.81641,35.06629,South East Zone,Functional
Dwambazi,NK100360,Hospital,Government,-12.23405,33.99194,Central East Zone,Functional
Banja lamtsogolo,NK100361,Clinic,Non-Government,-12.50975,34.1121,Central East Zone,Functional
Cane growers Clinic,NK100362,Clinic,Private,-12.52114,34.1191,Central East Zone,Functional
Dwangwa,KU070363,Dispensary,Government,-12.88142,33.4537,Central East Zone,Functional
Dzabwa,LL040364,Health Post,Government,-14.101941,33.568143,Centrals West Zone,Non-functional
Kapombeza,LL040365,Health Centre,Government,-14.24936,33.44469,Centrals West Zone,Functional
Dzaleka,DA020366,Health Centre,Government,-13.66168,33.87042,Central East Zone,Functional
Dzenje,MU210367,Health Centre,Government,-16.1170073,35.4056002,South West Zone,Functional
ku mission,LL040368,Health Centre,Christian Health Association of Malawi (CHAM),-13.87598,33.74689,Centrals West Zone,Functional
DiDi,TH310369,Health Centre,Government,-16.06096,34.98999,South East Zone,Functional
Dzimbiri Health Post,TH310370,Health Post,Government,-16.10202,34.99722,South East Zone,Functional
Dzindevu,DE030371,Health Centre,Government,-14.20004,34.35998,Centrals West Zone,Functional
Dziwe,BK170372,Clinic,Government,NA,NA,South West Zone,Functional
Dziwe,BT240373,Health Centre,Government,-15.56369,34.88038,South East Zone,Functional
Dzonzi Mvai,NT120374,Dispensary,Government,-14.94827,34.64306,Centrals West Zone,Functional
Dzoole,DA020375,Health Centre,Government,-13.58537,33.66156,Central East Zone,Functional
Dzunje,NT120376,Health Centre,Government,-14.80787,34.73608,Centrals West Zone,Functional
Ebenezer private clinic,BT240377,Clinic,Private,-15.746697,35.020051,South East Zone,Functional
Edingeni,MZ160378,Hospital,Government,-12.04072,33.31295,North Zone,Functional
Ehehleni,MZ160379,Dispensary,Government,-12.2621,33.58912,North Zone,Functional
EKARI,NT120380,Clinic,Private,-14.81,34.63,Centrals West Zone,Non-functional
Ekhamuno,MU210381,Health Post,Christian Health Association of Malawi (CHAM),-16.0675917,35.46262,South West Zone,Functional
Ekwaiweni,MZ160382,Dispensary,Government,-11.42309,33.89766,North Zone,Functional
Ekwendeni near Market,MZ160383,Hospital,Christian Health Association of Malawi (CHAM),-11.37156,33.88342,North Zone,Functional
El_ Barakah Private clinic,BT240384,Clinic,Private,-15.68337,34.96584,South East Zone,Functional
Eldorado,MU210385,Clinic,Other,-16.06679,35.6139,South West Zone,Functional
Elim Private Clinic,BT240386,Clinic,Private,-15.8188,35.01231,South East Zone,Functional
Elizabeth Glazer Private Clinic,CP060387,Clinic,Private,-9.7,33.27,North Zone,Functional
Embangweni,MZ160388,Hospital,Christian Health Association of Malawi (CHAM),-12.136617,33.4766982,North Zone,Functional
Emfeni,MZ160389,Health Centre,Government,-12.59406,33.60976,North Zone,Functional
Emsizini,MZ160390,Health Centre,Government,-11.44435,33.82485,North Zone,Functional
Endindeni,MZ160391,Health Centre,Government,-11.75818,33.5561,North Zone,Functional
Engucwini,MZ160392,Health Centre,Government,-11.19761,33.82314,North Zone,Functional
Enukweni,MZ160393,Health Centre,Government,-11.18005,33.88592,North Zone,Functional
Escom,LL040394,Clinic,Other,-13.99195,33.77192,Centrals West Zone,Functional
Escom,MZ160395,Clinic,Parastatal,-11.4629863,34.0228251,North Zone,Functional
esparanza,MU210396,Clinic,Other,-16.03395,35.50475,South West Zone,Non-functional
Euthini,MZ160397,Hospital,Government,-11.4583127,33.4195575,North Zone,Functional
F and M Private Clinic,NK100399,Clinic,Private,-13.084364,34.304863,Central East Zone,Functional
Family Choice Private Clinic,CP060400,Clinic,Private,-9.7016717,33.2702792,North Zone,Functional
Family Health clinic,BT240401,Clinic,Private,-15.802603,35.051349,South East Zone,Functional
Family healthcare Private clinic,LL040402,Clinic,Private,-13.98652,33.79807,Centrals West Zone,Non-functional
FPAM,DA020403,Dispensary,Non-Government,-13.65834,33.93289,Central East Zone,Functional
FamilyPlanning Association of Malawi,KU070404,Clinic,Mission/Faith-based (other than CHAM),NA,NA,Central East Zone,Functional
FPAM,NT120405,Clinic,Non-Government,-14.80935,34.62561,Centrals West Zone,Functional
Fancy Private Clinic,NT080406,Clinic,Mission/Faith-based (other than CHAM),-13.35325,33.9191,Central East Zone,Non-functional
Fanuel,MC010407,Dispensary,Government,-13.304354,33.036303,Centrals West Zone,Functional
Fidelity,LL040408,Dispensary,Private,NA,NA,Centrals West Zone,Functional
Fomo,MU210409,Clinic,Private,-16.00603,35.48167,South West Zone,Functional
Fpam,LL040410,Health Post,Non-Government,-11.4026067,34.0020121,Centrals West Zone,Functional
Kawale FPAM,LL040411,Clinic,Non-Government,-13.99076,33.79949,Centrals West Zone,Functional
Mtengowanthenga,DA020412,Hospital,Christian Health Association of Malawi (CHAM),-13.6714609,33.7762569,Central East Zone,Functional
Fulirwa,KA150413,Health Centre,Government,-10.44772,34.11211,North Zone,Functional
Gaga,CK270414,Health Centre,Government,-15.80678,34.36487,South East Zone,Functional
Kachi,LL040415,Clinic,Private,-13.94267,33.77807,Centrals West Zone,Non-functional
Ganya,NT120416,Health Centre,Christian Health Association of Malawi (CHAM),-14.60964,34.61808,Centrals West Zone,Functional
Gateway Dispensary,BT240417,Dispensary,Government,-15.804572,35.017828,South East Zone,Functional
Gatrad Mahomed I,BT240418,Hospital,Private,-15.78707,35.00625,South East Zone,Functional
Gawanani,MC190419,Health Centre,Christian Health Association of Malawi (CHAM),-15.2238,35.20293,South West Zone,Functional
Gika Clinic,LL040420,Clinic,Private,-13.8965,33.76435,Centrals West Zone,Functional
Ginnery Corner BLM,BT240421,Health Centre,Non-Government,NA,NA,South East Zone,Functional
Girach,BT240422,Hospital,Private,-15.78721,35.00488,South East Zone,Functional
Glenorchy,MU210423,Clinic,Other,-15.9833,35.48386,South West Zone,Non-functional
GM Opticals,BT240424,Clinic,Mission/Faith-based (other than CHAM),-15,35,South East Zone,Functional
Gobede,LL040425,Clinic,Mission/Faith-based (other than CHAM),-14.13588,33.94554,Centrals West Zone,Non-functional
God Heals,BT240426,Health Centre,Private,NA,NA,South East Zone,Functional
chione,KU070427,Clinic,Private,-12.6993823,33.4917704,Central East Zone,Functional
Gogode,KU070428,Dispensary,Government,-12.88773,33.56134,Central East Zone,Functional
Gola,CK270429,Health Centre,Government,-15.883962,34.299339,South East Zone,Functional
Golomoti,DE030430,Health Centre,Government,-14.41303,34.60092,Centrals West Zone,Functional
Gombe,TH310431,Health Centre,Government,-16.37,35.23,South East Zone,Functional
Kasangamale,KA150432,Health Post,Government,-10.402957,34.134781,North Zone,Functional
Good Health,LL040433,Dispensary,Private,-13.94332,33.82,Centrals West Zone,Functional
Good Hope,LL040434,Dispensary,Private,-13.920696344738518,33.74781131744385,Centrals West Zone,Functional
Gotha Dispensary,TH310435,Dispensary,Private,-16.09239,35.19011,South East Zone,Non-functional
Gotha Estate Clinic,TH310436,Clinic,Government,-15.77213,35.76965,South East Zone,Functional
Gowa,NT120437,Health Centre,Christian Health Association of Malawi (CHAM),-14.69906,34.59001,Centrals West Zone,Functional
Gowoka,MZ160438,Health Post,Government,-11.518401,33.626397,North Zone,Functional
Grecious,CK270439,Clinic,Private,-16.26,34.87,South East Zone,Non-functional
Greenlight,SA090440,Dispensary,Private,NA,NA,Central East Zone,Functional
Gumba,MC010441,Dispensary,Government,-13.42125,33.11137,Centrals West Zone,Functional
Gwaza,LL040442,Clinic,Private,-14.00656,33.76453,Centrals West Zone,Non-functional
H Parker,ZA230443,Health Centre,Christian Health Association of Malawi (CHAM),-15.29912,35.36092,South West Zone,Functional
H.M.C Private Clinic,MG200444,Clinic,Private,-14.22,35.03,South West Zone,Non-functional
Ntambanyama,TH310445,Health Centre,Christian Health Association of Malawi (CHAM),-16.12668,35.08457,South East Zone,Functional
Bundi,KA150446,Dispensary,Government,-10.48876,34.16939,North Zone,Functional
Hasco Clinic,BT240447,Clinic,Private,-15.77738,35.00621,South East Zone,Functional
Healing Hearts,BT240448,Clinic,Private,-15.709567,35.071315,South East Zone,Functional
Henred,BT240449,Clinic,Private,-15.78901,35.03458,South East Zone,Functional
Hiwa Clinic,TH310450,Clinic,Private,-15.92686,35.08661,South East Zone,Non-functional
Dr Hiwa,LL040451,Clinic,Private,-13.97345,33.77328,Centrals West Zone,Non-functional
Hoho,MZ160452,Health Centre,Government,-12.27815,33.6864,North Zone,Functional
Banja loyera,PH220453,Hospital,Christian Health Association of Malawi (CHAM),-15.8247969,35.6190439,South West Zone,Functional
Hope Medical centre,BT240454,Health Centre,Private,-15,33,South East Zone,Functional
Hope,CK270455,Dispensary,Private,-16.106218,34.832659,South East Zone,Non-functional
Hope Village,LL040456,Dispensary,Private,NA,NA,Centrals West Zone,Functional
Area 36 private clinic,LL040457,Dispensary,Private,-14.01825,33.77906,Centrals West Zone,Functional
Hunger,ZA230458,Clinic,Non-Government,-15.500005,35.470979,South West Zone,Non-functional
Hunger Clinic,CK270459,Health Centre,Government,-16.27045,34.86368,South East Zone,Functional
Iba dispensery,MG200460,Clinic,Government,-14.2427791,35.3944457,South West Zone,Functional
Ifumbo,CP060461,Health Centre,Government,-9.60436,33.40495,North Zone,Functional
Ighughu,CP060462,Health Post,Government,-9.673396,33.496793,North Zone,Functional
Illovo Factory Estate Clinic - Nchalo,CK270463,Dispensary,Private,NA,NA,South East Zone,Functional
Internals,KU070464,Clinic,Private,-12.92744,33.79616,Central East Zone,Non-functional
Iponga,KA150465,Health Centre,Government,-9.6462311,33.8126995,North Zone,Functional
ITES,MC010466,Clinic,Private,-13.7951,32.89124,Centrals West Zone,Functional
Itulo,CP060467,Clinic,Government,-9.6780572,33.595689,North Zone,Non-functional
Iyela,CP060468,Clinic,Government,-9.686101,33.294537,North Zone,Non-functional
Jalasi,MG200469,Clinic,Government,-14.3628546,35.4426129,South West Zone,Functional
Jalawe,RU140470,Health Centre,Government,-10.73052,34.16172,North Zone,Functional
Jenda,MZ160471,Health Centre,Government,-12.35206,33.54755,North Zone,Functional
Jeofia Private Clinic,TH310472,Clinic,Private,-16.00758,35.30825,South East Zone,Non-functional
Medicare,BT240473,Clinic,Private,-15.78671,35.00799,South East Zone,Functional
Jti Leaf Clinic,LL040474,Dispensary,Private,-13.8898,33.80487,Centrals West Zone,Functional
Jerusalem Private Clinic,MZ160475,Clinic,Mission/Faith-based (other than CHAM),NA,NA,North Zone,Non-functional
Joy Private Clinic,CP060476,Clinic,Private,-9.7046383,33.2749897,North Zone,Functional
Jumpha,MC010477,Clinic,Mission/Faith-based (other than CHAM),-13.92459,33.22757,Centrals West Zone,Non-functional
Kabota,LL040478,Clinic,Private,-13.87567,33.75477,Centrals West Zone,Non-functional
Kabudula,LL040479,Hospital,Government,-13.81972,33.44838,Centrals West Zone,Functional
Kabuwa,MZ160480,Health Centre,Government,-12.51726,34.07395,North Zone,Functional
Kabwafu,MZ160481,Health Centre,Government,-11.30869,33.52556,North Zone,Functional
Kachepa,LL040482,Clinic,Private,-14.00913,33.81687,Centrals West Zone,Non-functional
kachere,LL040483,Clinic,Private,-14.00511,33.81734,Centrals West Zone,Functional
Kachere,KB050484,Health Centre,Government,-11.606664,34.2536593,North Zone,Functional
Kachere Rehabilitation,BT240485,Hospital,Non-Government,-15.80339,35.01819,South East Zone,Functional
Kachi Pvt Clinic - Area,LL040486,Clinic,Private,NA,NA,Centrals West Zone,Functional
Kachindamoto,DE030487,Health Post,Government,-14.2143955,34.5529965,Centrals West Zone,Functional
Kadango,MG200488,Clinic,Government,-14.060711,35.186208,South West Zone,Functional
Kadango Private Clinic.,TH310489,Clinic,Private,-16.00683,35.31009,South East Zone,Non-functional
Kadidi,BT240490,Health Centre,Government,-15.66083,35.02212,South East Zone,Functional
Kafere,DE030491,Health Centre,Government,-14.43168,33.71746,Centrals West Zone,Functional
Kafodya,LL040492,Clinic,Mission/Faith-based (other than CHAM),-14.0154,33.78389,Centrals West Zone,Non-functional
Kafukule,MZ160493,Health Centre,Government,-11.4575,33.63395,North Zone,Functional
Kaigwazanga,MC010494,Health Centre,Government,-13.62678,32.92836,Centrals West Zone,Functional
Kakoma,CK270495,Health Centre,Government,-16.09819,34.62398,South East Zone,Functional
Kalemba,NS300496,Health Centre,Christian Health Association of Malawi (CHAM),-16.57572,35.11207,South East Zone,Functional
Kalembo,BK170497,Health Centre,Government,-14.84268,35.17081,South West Zone,Functional
Kalikene,KU070498,Clinic,Private,-13.0389,33.48138,Central East Zone,Functional
Kalikumbi,MZ160499,Health Centre,Christian Health Association of Malawi (CHAM),-12.2038,33.33352,North Zone,Functional
Kalimanjira,NT120500,Health Centre,Government,-14.866774,34.90896,Centrals West Zone,Functional
Kalimanjira,NT080501,Dispensary,Government,NA,NA,Central East Zone,Functional
Kalinde,PH220502,Health Centre,Government,-15.67212,35.728338,South West Zone,Functional
Near Kalira school,CP060503,Health Post,Government,-9.575143,33.312223,North Zone,Functional
Luchenza Private clinic,TH310504,Clinic,Private,-16.00796,35.30939,South East Zone,Functional
Kaloga,NT120505,Clinic,Government,-14.90706,34.58044,Centrals West Zone,Non-functional
Kalong - Limbe,BT240506,Hospital,Mission/Faith-based (other than CHAM),-15.80902,35.05916,South East Zone,Functional
Kalulu,DE030507,Health Centre,Government,-13.99695,34.19753,Centrals West Zone,Functional
"Kalulu Health Centre, Chikwawa",CK270508,Dispensary,Government,NA,NA,South East Zone,Functional
Kaluluma,KU070509,Hospital,Government,-12.57759,33.51859,Central East Zone,Functional
Tachira,LL040510,Clinic,Private,-14.01916,33.72849,Centrals West Zone,Non-functional
Kamanda,MZ160511,Health Post,Government,-11.149343,34.032283,North Zone,Functional
Hossana clinic,NK100512,Clinic,Private,-12.92861,34.28305,Central East Zone,Functional
Kamatenda pvt clinic,LL040513,Clinic,Private,-14.00752,33.82203,Centrals West Zone,Functional
Kambanizithe,LL040514,Health Post,Government,-14.354443,33.710991,Centrals West Zone,Non-functional
Kambenje,MU210515,Health Centre,Government,-15.85308,35.56394,South West Zone,Functional
Kambilonjo,NT120516,Clinic,Private,-14.935073,34.589779,Centrals West Zone,Non-functional
Kambiya,LL040517,Clinic,Private,-13.82433,33.44662,Centrals West Zone,Non-functional
Kamboni,KU070518,Health Centre,Government,-13.30759,33.18189,Central East Zone,Functional
Kameme,CP060519,Health Centre,Government,-9.54425,33.13134,North Zone,Functional
Kims,LL040520,Clinic,Private,-13.99003,33.77382,Centrals West Zone,Non-functional
Kampanje,NT120521,Health Centre,Government,-14.59947,34.58684,Centrals West Zone,Functional
Kamphata,NS300522,Health Post,Government,-17.0468,35.21658,South East Zone,Functional
Kamphoni,LL040523,Health Post,Government,-14.31496,33.634283,Centrals West Zone,Functional
Kampini,LL040524,Health Post,Government,-14.29642,33.783076,Centrals West Zone,Non-functional
Kamsonga,NT080525,Health Centre,Government,-13.2745621,33.7993437,Central East Zone,Functional
Kamteteka,MZ160526,Health Centre,Government,-11.83649,33.35892,North Zone,Functional
Kamuzu Academy clinic,KU070527,Clinic,Private,-13.02938,33.68843,Central East Zone,Non-functional
Kamuzu Barracks,LL040528,Hospital,Government,-13.98131,33.82105,Centrals West Zone,Functional
Central,LL040529,Central Hospital,Government,-13.97639,33.78512,Centrals West Zone,Functional
Kamwe,MZ160530,Health Centre,Government,-11.10265,33.78911,North Zone,Functional
Kamwendo,MU210531,Health Post,Government,-15.674962,35.476907,South West Zone,Functional
Mdeza,DE030532,Dispensary,Government,-13.487476,33.92326,Centrals West Zone,Functional
Kande,KB050533,Health Centre,Government,-11.93641,34.10944,North Zone,Functional
Kandeu,NT120534,Health Centre,Government,-14.60262,34.61621,Centrals West Zone,Functional
Kanengo Tobacco and Processors Clinic,LL040535,Clinic,Private,-13.902,33.80639,Centrals West Zone,Non-functional
Kang'oma,LL040536,Health Centre,Government,-13.97817,33.88219,Centrals West Zone,Functional
Songeya,NT080537,Health Centre,Government,-13.37046,34.07048,Central East Zone,Functional
Kanjedza MASM Clinic,BT240538,Clinic,Private,NA,NA,South East Zone,Functional
Kanjedza Medical Clinic,BT240539,Clinic,Private,-15.81,35.05,South East Zone,Functional
Kanjeza Police dispensary,BT240540,Dispensary,Government,-15.815721,35.048525,South East Zone,Functional
Kankao,BK170541,Health Centre,Christian Health Association of Malawi (CHAM),-15.05425,34.92264,South West Zone,Functional
Kanyama,DE030542,Health Centre,Christian Health Association of Malawi (CHAM),-14.24015,34.32356,Centrals West Zone,Functional
Kanyenjere,CP060543,Health Post,Government,-9.762793,33.417264,North Zone,Functional
Kanyerere,DE030544,Health Post,Government,-13.966356,34.226041,Centrals West Zone,Non-functional
Stuka Private Clinic,MG200545,Clinic,Private,-14.48245,35.26128,South West Zone,Non-functional
Kanyezi,DE030546,Health Centre,Government,-14.31391,33.95303,Centrals West Zone,Functional
Kanyika,DA020547,Clinic,Private,-13.54849,33.7421,Central East Zone,Functional
Kanyimbi,NS300548,Health Post,Government,-16.69453,34.967,South East Zone,Functional
Kanyunya,MZ160549,Clinic,Private,-12.35,33.55,North Zone,Non-functional
Kaongozi,NK100550,Dispensary,Government,-12.43665,34.04998,Central East Zone,Functional
Kapanga,MC010551,Health Centre,Government,-14.05997,33.30626,Centrals West Zone,Functional
Kapangamawe,MZ160552,Health Post,Government,-11.449527,33.680755,North Zone,Functional
Kapelula,KU070553,Health Centre,Government,-12.87767,33.87086,Central East Zone,Functional
Kapenda,CP060554,Health Centre,Government,-9.49394,33.24911,North Zone,Functional
Kapeni Clinic - Project,LL040555,Dispensary,Private,NA,NA,Centrals West Zone,Functional
Kapeni Dream Centre,BT240556,Clinic,Christian Health Association of Malawi (CHAM),-15.62,35.01,South East Zone,Functional
Kapeni,NT120557,Clinic,Government,-15.00511,34.77059,Centrals West Zone,Functional
Kapesi,DE030558,Clinic,Private,-14.393757,34.325533,Centrals West Zone,Non-functional
Mission,SA090559,Health Centre,Christian Health Association of Malawi (CHAM),-13.76222,34.38418,Central East Zone,Functional
Kaphuka,DE030560,Health Centre,Government,-14.16013,34.19001,Centrals West Zone,Functional
Egenco Clinic,CK270561,Clinic,Private,-15.894817,34.757519,South East Zone,Functional
Kapiri,NK100562,Health Centre,Christian Health Association of Malawi (CHAM),-13.21616,34.31136,Central East Zone,Functional
Kapire,MG200563,Clinic,Christian Health Association of Malawi (CHAM),-14.7858459,34.9994469,South West Zone,Functional
Our Lady of Mount Carmel,MC010564,Hospital,Mission/Faith-based (other than CHAM),-15.556,35.8193,Centrals West Zone,Functional
Kapoka,CP060565,Health Post,Government,-9.780792,33.453954,North Zone,Non-functional
Kibwe,KA150566,Hospital,Government,-9.76756,33.87466,North Zone,Functional
kaputalambwe,DA020567,Health Post,Government,-13.7653091,33.898449,Central East Zone,Functional
Kapyanga,KU070568,Health Centre,Government,-12.82384,33.78842,Central East Zone,Functional
BLM,KA150569,Clinic,Private,-9.9402745,33.9242761,North Zone,Functional
Chaboma,KA150570,District Hospital,Government,-9.95545,33.91113,North Zone,Functional
Karopa,CP060571,Health Post,Government,-10.216613,33.650444,North Zone,Functional
Kasalika,KU070572,Health Centre,Government,-13.03985,33.49866,Central East Zone,Functional
Kasalika Private Clinic,KU070573,Clinic,Private,-13.03522,33.49927,Central East Zone,Non-functional
Kasamba Private Clinic,BT240574,Clinic,Private,-15.84,35.09,South East Zone,Functional
Kasambala,RU140575,Clinic,Private,-10.77593,34.03908,North Zone,Functional
Kasasa,NK100576,Clinic,Private,-12.53753,34.11818,Central East Zone,Functional
Kasembereka Dispensary,TH310577,Dispensary,Private,-16.12131,35.09902,South East Zone,Non-functional
Kasese,DA020578,Health Centre,Non-Government,-13.33338,33.57629,Central East Zone,Functional
Kaseye,CP060579,Hospital,Christian Health Association of Malawi (CHAM),-9.6665615,33.3740432,North Zone,Functional
Kasina,DE030580,Health Centre,Christian Health Association of Malawi (CHAM),-14.143,34.13183,Centrals West Zone,Functional
Kasinje,NT120581,Health Centre,Government,-14.52315,34.67642,Centrals West Zone,Functional
kasinthula,CK270582,Dispensary,Government,-16.07416,34.81651,South East Zone,Non-functional
Seventh day,NK100583,Health Centre,Christian Health Association of Malawi (CHAM),-12.30938,34.0343,Central East Zone,Functional
ZMK medical centre,LL040584,Clinic,Private,-13.97668,33.7513,Centrals West Zone,Non-functional
Kasoba,KA150585,Health Centre,Government,-9.87355,33.86972,North Zone,Functional
Kasonkhwe clinic,RU140586,Health Post,Christian Health Association of Malawi (CHAM),-10.733449,34.0789,North Zone,Functional
BLM,KU070587,Clinic,Non-Government,-13.04309,33.47858,Central East Zone,Non-functional
Kasungu,KU070588,District Hospital,Government,-13.03579,33.48041,Central East Zone,Functional
Mzinza,KU070589,Clinic,Government,NA,NA,Central East Zone,Non-functional
Kasungu Prison clinic,KU070590,Clinic,Government,-13.02095,33.45716,Central East Zone,Non-functional
Kaswavipindi,MZ160591,Clinic,Private,-11.9006108,33.5944116,North Zone,Non-functional
katawa,SA090592,Dispensary,Private,-13.71314,34.31801,Central East Zone,Functional
Katchale,LL040593,Health Centre,Government,-14.2836,33.90782,Centrals West Zone,Functional
Katema,MG200594,Health Centre,Christian Health Association of Malawi (CHAM),-14.5257587,35.0373813,South West Zone,Functional
Katemela,SA090595,Clinic,Private,-13.78493,34.45888,Central East Zone,Non-functional
Mission,MZ160596,Hospital,Christian Health Association of Malawi (CHAM),-12.34592,33.61421,North Zone,Functional
Katimbira,NK100597,Health Centre,Government,-12.7571482,34.2177405,Central East Zone,Functional
Katiri,KA150598,Dispensary,Government,-10.0693605,33.8813089,North Zone,Functional
Katope,MC010599,Health Post,Government,-11.074251,34.007405,Centrals West Zone,Functional
Katowo,RU140600,Hospital,Government,-10.81278,33.52222,North Zone,Functional
Katsekera,NT120601,Health Centre,Government,-15.03336,34.64072,Centrals West Zone,Functional
Katuli,MG200602,Health Centre,Government,-14.17962,35.44476,South West Zone,Functional
Katutula(sawala),MC010603,Health Post,Government,-13.440388,32.904728,Centrals West Zone,Non-functional
Kaundu,DE030604,Health Centre,Christian Health Association of Malawi (CHAM),-14.29368,34.62839,Centrals West Zone,Functional
Kavukuku,CP060605,Health Post,Government,-10.275083,33.571761,North Zone,Non-functional
Kavuzi,KB050606,Clinic,Private,-11.67441,34.08166,North Zone,Functional
Kavuzi,KB050607,Dispensary,Private,NA,NA,North Zone,Functional
Kavuzi,KB050608,Health Centre,Christian Health Association of Malawi (CHAM),NA,NA,North Zone,Functional
Kawalazi,KB050609,Clinic,Private,-11.64406,34.10983,North Zone,Functional
Kawale,LL040610,Health Centre,Government,-13.99175,33.79757,Centrals West Zone,Functional
Kawale clinic,LL040611,Clinic,Private,-13.99034,33.79717,Centrals West Zone,Non-functional
Kawamba,KU070612,Health Centre,Government,-13.29575,33.3393,Central East Zone,Functional
Kaweche,MZ160613,Health Centre,Government,-11.340511,33.8662969,North Zone,Functional
Nanyumbu,MC190614,Dispensary,Government,-14.85468,35.57198,South West Zone,Functional
Kayelekela,KA150615,Dispensary,Government,-9.970284,33.688526,North Zone,Functional
Kayembe,DA020616,Health Centre,Government,-13.64256,33.58301,Central East Zone,Functional
Tulame,MG200617,Clinic,Private,-14.69346,35.17977,South West Zone,Non-functional
Kazyozyo,MC010618,Health Centre,Government,-13.57544,32.86387,Centrals West Zone,Functional
Khama Private Clinic,BT240619,Clinic,Private,NA,NA,South East Zone,Functional
