facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status
BUKOBA EYE CENTRE,121640-7,Clinic,Private,-1.33181,31.80626,Kagera,Operating
SAMI,113038-4,Health Laboratory,Private,NA,31.80821,Kagera,Operating
KIBETA,121901-3,Dispensary,Public,-1.34222,31.79878,Kagera,Operating
MFH,114348-6,Hospital,Private,-1.32175,31.81227,Kagera,Operating
MUGEZA MSETO,105630-8,Dispensary,Public,-1.29042,31.8347,Kagera,Operating
WEMA,111947-8,Clinic,Private,-1.33079,31.80549,Kagera,Operating
UFUFUO,110959-4,Health Center,Private,-1.3536300000000001,31.79618,Kagera,Operating
IJUGANYONDO,101636-9,Dispensary,Public,-1.36653,31.793736,Kagera,Operating
ZAMZAM,108406-0,Health Center,Public,-1.32767,31.812825,Kagera,Operating
ALINDA,113047-5,Health Laboratory,Private,-1.32175,31.793918,Kagera,Operating
EDSON AND TIMOTHY,113045-9,Health Laboratory,Private,-1.32416,31.81691,Kagera,Operating
BUKOBA TOWN,108903-6,Health Center,Private,-1.33057,31.81303,Kagera,Operating
FFU NSHAMBYA,106578-8,Dispensary,Public,-1.31601,31.800299,Kagera,Operating
RUGAMBWA,107129-9,Dispensary,Public,-1.34692,31.80458,Kagera,Operating
BUKOMBE,100511-5,Hospital,Public,-3.461566,31.89497,Geita,Operating
SILAMILA,122300-7,Dispensary,Public,-3.39749,31.89132,Geita,Operating
MARANNATHA,123351-9,Dispensary,Private,-53.33743,31.52304,Geita,Operating
UYOVU,108233-8,Health Center,Public,-3.33583,31.52579,Geita,Operating
KAPELA MEDICAL,123677-7,Health Laboratory,Private,-3.47421,31.90101,Geita,Operating
BICHENYERI,123530-8,Health Laboratory,Private,-3.33838,31.52251,Geita,Operating
LYAMBAMGONGO,120698-6,Health Center,Public,-3.49204,31.98514,Geita,Operating
NASILULUMA,122490-6,Dispensary,Public,-3.41782,31.42378,Geita,Operating
JOHN MEDICAL LABORATORY,120504-6,Health Laboratory,Private,-3.3407,31.526716,Geita,Operating
MADIBA,122200-9,Health Laboratory,Private,-3.4587897,31.9029825,Geita,Operating
BUGANDO,100437-3,Dispensary,Public,-3.59509,31.95286,Geita,Operating
NG'ANZO,122299-1,Dispensary,Public,-3.35389,31.80087,Geita,Operating
WAZAZI NKOMO,109197-4,Dispensary,Private,-3.46442,31.89867,Geita,Operating
IYOGELO,102042-9,Dispensary,Public,-3.548291,31.973681,Geita,Operating
KAGWE,120700-0,Dispensary,Public,-3.46335,32.0175,Geita,Operating
IKALANGA,122318-9,Dispensary,Public,-3.62419,32.06107,Geita,Operating
BULEGA,100531-3,Health Center,Public,-3.29792,31.78295,Geita,Operating
MIYENZE,109727-8,Dispensary,Public,-3.36671,31.93462,Geita,Operating
NAMONGE,106149-8,Health Center,Public,-3.40264,31.44949,Geita,Operating
BULANGWA,114503-6,Dispensary,Public,-3.43079,31.91382,Geita,Operating
WAZAZI MSONGA,108343-5,Dispensary,Private,-3.46685,31.89468,Geita,Operating
IMANI,122189-4,Health Laboratory,Private,-3.2349,31.27055,Geita,Operating
BUTONDO,112895-8,Health Laboratory,Private,-3.3388517,31.521164,Geita,Operating
MSONGA,109866-4,Health Center,Public,-3.39267,31.02364,Geita,Operating
REHOBOTH,121571-4,Health Laboratory,Private,NA,NA,Geita,Operating
BUKOMBE,100510-7,Dispensary,Public,-3.514748,32.048177,Geita,Operating
BUSINDA,112451-0,Dispensary,Public,-3.45616,31.942990000000002,Geita,Operating
NAMPALAHALA,120702-6,Dispensary,Public,-3.24094,31.64623,Geita,Operating
CHARLES KULWA MEMORIAL,104735-6,Hospital,Private,-3.33802,31.5233,Geita,Operating
MSASANI,105442-8,Dispensary,Public,-3.6396,31.9888,Geita,Operating
BAKWATA NK,109777-3,Dispensary,Private,-3.46712,31.89536,Geita,Operating
TMRC LYOBAHIKA,111672-2,Dispensary,Private,-53.34201,31.52793,Geita,Operating
USHIROMBO,108177-7,Health Center,Public,-3.47096,31.90028,Geita,Operating
BUFANKA,109809-4,Health Center,Public,-3.60492,31.98492,Geita,Operating
IKUZI,101696-3,Dispensary,Public,-3.38463,31.5851,Geita,Operating
UYOVU PRINMAT,111788-6,Maternity Home,Private,-3.33773,31.52282,Geita,Operating
NAMALANDULA,120699-4,Dispensary,Public,-3.44792,31.40491,Geita,Operating
SAN PIO,107667-8,Hospital,Private,-3.45488,31.91531,Geita,Operating
KITILA,121760-3,Dispensary,Private,-3.345515,31.526063,Geita,Operating
KIZIBA,122488-0,Dispensary,Public,-3.50923,31.88826,Geita,Operating
BUGELENGA,100449-8,Dispensary,Public,-3.64663,NA,Geita,Operating
KIVILICHA,111005-5,Dispensary,Public,-4.95366,38.35743,Tanga,Operating
MZIASAA,120981-6,Dispensary,Public,4.8732,38.4689,Tanga,Operating
MAYO KISIWANI,104521-0,Dispensary,Public,-4.86259,38.4703,Tanga,Operating
ST. RAPHAEL,107627-2,Dispensary,Private,-4.86278,38.37471,Tanga,Operating
KWEHANGALA,103399-2,Dispensary,Public,-4.8555,38.43845,Tanga,Operating
MAVULUI,111007-1,Dispensary,Public,-4.95384,38.35745,Tanga,Operating
BAGA,100220-3,Dispensary,Public,-4.7721,38.42585,Tanga,Operating
VUGA,108280-9,Dispensary,Public,-4.90628,38.33839,Tanga,Operating
MSAMAKA,105419-6,Dispensary,Public,-4.97465,38.50863,Tanga,Operating
Tamota,107731-2,Health Center,Public,-4.93802,38.49394,Tanga,Operating
Togotwe,107856-7,Dispensary,Public,-4.86861,38.4656,Tanga,Operating
MBELEI,104590-5,Dispensary,Public,-4.83127,38.3985,Tanga,Operating
BUMBA,109848-2,Dispensary,Public,-4.73123,38.63456,Tanga,Operating
BUMBULI,123381-6,Hospital,Public,-4.85321,38.42572,Tanga,Operating
SONI,107550-6,Health Center,Public,-4.84525,38.36966,Tanga,Operating
NKAMAI,123415-2,Dispensary,Public,-4.91405,34.32222,Tanga,Operating
MGWASHI,104796-8,Health Center,Public,-4.77283,38.49659,Tanga,Operating
LWANDAI,120983-2,Dispensary,Public,4.8732,38.4689,Tanga,Operating
KWEMKOMOLE,103410-7,Dispensary,Public,-4.82782,38.56577,Tanga,Operating
MBUZII,104676-2,Dispensary,Public,-4.85714,38.34227,Tanga,Operating
KWENDOGHOI,120984-0,Dispensary,Public,4.8732,38.4689,Tanga,Operating
MPONDE VUGA,105390-9,Dispensary,Public,-4.91961,38.41085,Tanga,Operating
BUMBULI MISSION,100556-0,Hospital,Private,-4.86375,38.47069,Tanga,Operating
MAHEZANGULU,104020-3,Dispensary,Public,-4.92279,38.52057,Tanga,Operating
MKAALIE,123403-8,Dispensary,Public,-6.36902,34.88888,Tanga,Operating
KWADOE,122483-1,Dispensary,Public,-4.82717,38.43313,Tanga,Operating
FUNTA,101162-6,Dispensary,Public,-4.90501,38.45896,Tanga,Operating
KWEMISAMBIA,122969-9,Dispensary,Public,-4.75478,38.78057,Tanga,Operating
KWANGURUWE,120960-0,Dispensary,Public,-4.8732,38.4689,Tanga,Operating
MPALALU,111006-3,Dispensary,Public,-4.94185,38.47104,Tanga,Operating
MAKUTINI,122166-2,Dispensary,Public,-4.4711,38.3115,Tanga,Operating
KIDUNDAI,121384-2,Dispensary,Public,-4.45525,38.38183,Tanga,Operating
MILINGANO,104928-7,Health Center,Public,-4.72056,38.59908,Tanga,Operating
NKONGOI,106537-4,Dispensary,Private,-4.77699,38.52769,Tanga,Operating
MAYO,104520-2,Dispensary,Public,-4.84177,38.51515,Tanga,Operating
KIHITU,120980-8,Dispensary,Public,4.8732,38.4689,Tanga,Operating
NAMHULA,106156-3,Dispensary,Public,-2.07971,33.462,Mara,Operating
MARAMBEKA,104311-6,Dispensary,Public,-1.87716,34.0493,Mara,Operating
NANSIMO,106190-2,Dispensary,Public,-2.1495,33.3469,Mara,Operating
MANCHIMWERU,104217-5,Dispensary,Public,-1.87143,34.287145,Mara,Operating
KARUKEKERE,102387-8,Dispensary,Public,-2.06709,33.5447,Mara,Operating
MWIRURUMA,106025-0,Dispensary,Public,-2.03218,33.428095,Mara,Operating
SANZATE,113908-8,Dispensary,Public,-1.91419,34.15864,Mara,Operating
SALAMA A,107245-3,Dispensary,Public,-1.91494,34.1124,Mara,Operating
KASUGUTI,102450-4,Health Center,Public,-2.16534,33.5821,Mara,Operating
KASAHUNGA,102391-0,Health Center,Public,-2.15067,33.5112,Mara,Operating
MWITENDE,109338-4,Dispensary,Public,-2.1393,33.3468,Mara,Operating
KIHUMBU,109748-4,Dispensary,Public,-1.98414,34.10733,Mara,Operating
IKIZU,101652-6,Health Center,Public,-1.90469,34.0215,Mara,Operating
ISANJU,120704-2,Health Center,Public,-2.00168,33.44495,Mara,Operating
IRAMBA,101847-2,Dispensary,Public,-1.97744,33.3989,Mara,Operating
ST. MARY'S,102584-0,Hospital,Private,-2.15445,33.46762,Mara,Operating
SALAMA KATI,107246-1,Dispensary,Public,-1.87451,34.1055,Mara,Operating
MEKOMARIRO,104724-0,Dispensary,Public,-1.8351,34.203,Mara,Operating
NAMALAMA,109689-0,Dispensary,Public,-2.09027,33.30784,Mara,Operating
MARIWANDA,104350-4,Dispensary,Public,-1.97528,34.1439,Mara,Operating
KIRORELI,123087-9,Dispensary,Public,-1.95743,33.98743,Mara,Operating
BUNDA DC,114370-0,Hospital,Public,-1.90809,34.04835,Mara,Operating
BUSAMBARA,100583-4,Dispensary,Public,-2.14896,33.4312,Mara,Operating
MUGETA,105629-0,Health Center,Public,-1.93391,34.2188,Mara,Operating
BUKAMA,113915-3,Dispensary,Public,-1.91944,34.06152,Mara,Operating
IGUNDU,101587-4,Dispensary,Public,-2.07092,33.3592,Mara,Operating
NERUMA,109623-9,Dispensary,Public,-2.11835,33.49466,Mara,Operating
NAFUBA,106067-2,Dispensary,Public,-2.17957,33.3014,Mara,Operating
NAMALEBE,113913-8,Dispensary,Public,-2.11006,33.43333,Mara,Operating
KURUSANGA,103344-8,Dispensary,Public,-1.85162,34.1532,Mara,Operating
KAMBUBU,109756-7,Dispensary,Public,-1.93945,33.99943,Mara,Operating
NYANGERE,106767-7,Dispensary,Public,-1.96326,34.0114,Mara,Operating
SUNSI,107678-5,Dispensary,Public,-2.1361,33.2122,Mara,Operating
BULAMBA,100526-3,Dispensary,Public,-2.13702,33.6273,Mara,Operating
RAGATA,123086-1,Dispensary,Public,-2.12983,33.58118,Mara,Operating
HUNYARI,101404-2,Health Center,Public,-1.98519,34.07844,Mara,Operating
SOZIA,122933-5,Dispensary,Public,-2.28803,33.33589,Mara,Operating
SARAWE,107302-2,Dispensary,Public,-1.93472,34.0297,Mara,Operating
KISORYA,103134-3,Health Center,Public,-2.10852,33.2195,Mara,Operating
BUKAMA SDA,100496-9,Dispensary,Private,-1.917562,34.053974,Mara,Operating
NYABURUNDU,106641-4,Dispensary,Public,-1.83478,34.0962,Mara,Operating
BUNDA TOWN COUNCIL,122471-6,Hospital,Public,-2.01161,33.49351,Mara,Operating
BUKORE,109684-1,Dispensary,Public,-1.97879,33.96073,Mara,Operating
WARIKU,102325-8,Dispensary,Public,-1.93633,33.7778,Mara,Operating
CHRIS-MALL AFRICANA,111884-3,Dispensary,Private,-2.02407,33.86643,Mara,Operating
KUNGOMBE,120688-7,Dispensary,Public,-1.97186,33.83393,Mara,Operating
MARY IMMACULATE,122963-2,Dispensary,Private,-2.02665,33.83764,Mara,Operating
WARIKU,121306-5,Health Center,Public,-1.93808,33.80002,Mara,Operating
MIHALE,104886-7,Dispensary,Public,-2.01715,34.0341,Mara,Operating
KINYAMBWIGA,109343-4,Dispensary,Public,-2.01811,33.71508,Mara,Operating
MANYAMANYAMA,104277-9,Hospital,Public,-1.97732,33.85881,Mara,Operating
NEEMA,123241-2,Dispensary,Private,-2.02465,33.87049,Mara,Operating
MISISI,121363-6,Dispensary,Public,-1.99311,33.92095,Mara,Operating
BITARAGURU,109615-5,Dispensary,Public,-1.93991,33.85009,Mara,Operating
GUTA,101277-2,Dispensary,Public,-2.0741,33.7345,Mara,Operating
BOMA,100393-8,Dispensary,Public,-2.02401,33.8627,Mara,Operating
Bhoke,109869-8,Dispensary,Private,-2.02272,33.87372,Mara,Operating
SAZIRA,107321-2,Dispensary,Public,-2.0038,33.8984,Mara,Operating
KUNZUGU,103340-6,Dispensary,Public,-2.05159,33.9156,Mara,Operating
BUNDA,100566-9,Hospital,Private,-2.02994,33.8755,Mara,Operating
AICT BUNDA,100061-1,Dispensary,Private,-2.01881,33.872,Mara,Operating
KABASA,102137-7,Dispensary,Public,-1.97002,33.8146,Mara,Operating
MCHARO,104688-7,Dispensary,Public,-2.01478,33.9459,Mara,Operating
BUNDA MAGEREZA,109824-3,Dispensary,Public,-1.995047,33.871788,Mara,Operating
UKOMBOZI,108055-5,Dispensary,Private,-2.04385,33.87136,Mara,Operating
AGA KHAN,113635-7,Clinic,Private,-2.02327,33.87325,Mara,Operating
NYAMUNYU,121301-6,Dispensary,Public,-1.97877,33.90438,Mara,Operating
CHANGUGE,109377-2,Dispensary,Public,-2.17141,33.94611,Mara,Operating
NYAMATOKE,106704-0,Dispensary,Public,-2.04034,34.0007,Mara,Operating
RUPA MEMORIAL,123320-4,Hospital,Private,-2.01431,33.87336,Mara,Operating
FARAJA,109457-2,Maternity Home,Private,-2.02753,33.86872,Mara,Operating
AMANI,120292-8,Dispensary,Private,-2.01451,33.86136,Mara,Operating
BUNDA,100565-1,Health Center,Public,-2.01727,33.8704,Mara,Operating
KISANGWA,115026-7,Dispensary,Public,-1.99401,33.96238,Mara,Operating
Tumaini,123913-6,Dispensary,Private,NA,NA,Simiyu,Operating
BUSEGA,113873-4,Hospital,Public,-2.36731,33.59466,Simiyu,Operating
SMC,123468-1,Dispensary,Private,-2.39182,33.67601,Simiyu,Operating
MWAMAGIGISI,105848-6,Dispensary,Public,-2.37716,33.7974,Simiyu,Operating
NYAMIKOMA,106726-3,Dispensary,Public,-2.321909,33.671744,Simiyu,Operating
NYALUHANDE,106681-0,Dispensary,Public,-2.50562,33.6114,Simiyu,Operating
MWASAMBA,105964-1,Dispensary,Public,-2.315022,33.809959,Simiyu,Operating
LUTUBIGA,103774-6,Dispensary,Public,-2.30924,33.8682,Simiyu,Operating
MUNGUKWANZA,110826-5,Maternity Home,Private,-2.24737,33.84419,Simiyu,Operating
MWANHALE,105936-9,Dispensary,Public,-2.3821,33.8914,Simiyu,Operating
IJIHA,101633-6,Dispensary,Public,-2.43772,33.52412,Simiyu,Operating
HOPE,123936-7,Dispensary,Private,-2.26259,33.85674,Simiyu,Operating
ZAMAX,113105-1,Health Laboratory,Private,-2.24201,33.85366,Simiyu,Operating
CHAMUGASA,111307-5,Dispensary,Public,-2.291072,33.755687,Simiyu,Operating
SANGA,120812-3,Dispensary,Public,-2.53873,33.799995,Simiyu,Operating
BADUGU,100218-7,Dispensary,Public,-2.480091,33.678768,Simiyu,Operating
MWAMJULILA,105889-0,Dispensary,Public,-2.4334,33.7243,Simiyu,Operating
MWANANGI,105903-9,Dispensary,Private,-2.43651,33.5675,Simiyu,Operating
BULIMA,100539-6,Dispensary,Private,-2.374964,33.562881,Simiyu,Operating
MWAMANYILI,113876-7,Dispensary,Public,-2.4563,33.540085,Simiyu,Operating
NGASAMO,106361-9,Dispensary,Public,-2.490219,33.845288,Simiyu,Operating
KILOLELI,102860-4,Health Center,Public,-2.4476,33.5433,Simiyu,Operating
BUSHIGWAMHALA,100600-6,Dispensary,Public,-2.339277,33.755692,Simiyu,Operating
LAMADI,110994-1,Dispensary,Private,-2.24559,33.84883,Simiyu,Operating
GININIGA,101220-2,Dispensary,Public,-2.465917,33.761096,Simiyu,Operating
NASSA,106210-8,Health Center,Public,-2.37366,33.5849,Simiyu,Operating
LUKUNGU,103696-1,Health Center,Public,-2.22202,33.8605,Simiyu,Operating
MENONITE LAMADI,104736-4,Dispensary,Private,-2.247209,33.847708,Simiyu,Operating
TUMAINI,114691-9,Dispensary,Private,-2.24834,33.848313,Simiyu,Operating
NURU,123683-5,Health Laboratory,Private,-2.36848,33.94835,Simiyu,Operating
SOTCO,123685-0,Health Laboratory,Private,-2.24369,33.84994,Simiyu,Operating
MWABULUGU,113875-9,Dispensary,Public,-2.267687,33.81369,Simiyu,Operating
IGALUKILO,101522-1,Health Center,Public,-2.41046,33.7748,Simiyu,Operating
JAIDEN,114713-1,Dispensary,Private,-2.96147,34.13661,Simiyu,Operating
KALEMELA,102237-5,Dispensary,Public,-2.29663,33.7128,Simiyu,Operating
Mkula,105123-4,Hospital,Private,-2.33488,33.8758,Simiyu,Operating
MALILI,104175-5,Dispensary,Public,-2.443997,33.806294,Simiyu,Operating
ZEMAX,122107-6,Health Laboratory,Private,-2.24262,33.853245,Simiyu,Operating
MAX,123686-8,Health Laboratory,Private,-2.24676,33.85004,Simiyu,Operating
SHIGALA,107412-9,Dispensary,Public,-2.39462,33.6805,Simiyu,Operating
MWAMIGONGWA,105883-3,Dispensary,Public,-2.42349,33.85899,Simiyu,Operating
KASIMINGI,114455-9,Health Laboratory,Private,-2.32134,33.6681,Simiyu,Operating
KIJERESHI,102757-2,Dispensary,Public,-2.313621,33.920322,Simiyu,Operating
NSOSO,121700-9,Dispensary,Public,-9.31178,33.80874,Mbeya,Operating
NSANGA,121439-4,Dispensary,Public,-9.43813,33.82472,Mbeya,Operating
MWAKALELI,105825-4,Health Center,Public,-9.15035,33.79253,Mbeya,Operating
LUTEBA,103765-4,Dispensary,Public,-9.12684,33.81125,Mbeya,Operating
KIFUNDA,112212-6,Health Center,Public,-9.30494,33.89998,Mbeya,Operating
NTABA,113340-4,Health Center,Public,-9.42098,33.85205,Mbeya,Operating
LUPATA,103732-4,Dispensary,Public,-9.300961,33.837438,Mbeya,Operating
KASYABONE,102458-7,Dispensary,Private,-9.39949,33.86813,Mbeya,Operating
MWAKALELI LUTHERAN,105826-2,Dispensary,Private,-9.1597,33.81815,Mbeya,Operating
MPANDA,105334-7,Dispensary,Public,-9.28714,33.80819,Mbeya,Operating
BUMBIGI,121354-5,Dispensary,Public,-9.16595,33.83865,Mbeya,Operating
KITEMA,121441-0,Dispensary,Public,-9.29368,33.77464,Mbeya,Operating
IKAMA,101637-7,Dispensary,Public,-9.26181,33.82516,Mbeya,Operating
MBAMBO,109302-0,Dispensary,Public,-9.35625,33.79319,Mbeya,Operating
LUKASI,109986-0,Dispensary,Public,-9.25366,33.85977,Mbeya,Operating
NTAPISI,121438-6,Dispensary,Public,-9.36295,33.84899,Mbeya,Operating
BWIBUKA,112211-8,Dispensary,Public,-9.31442,33.81845,Mbeya,Operating
MATAMBA,112207-6,Dispensary,Public,-9.09606,33.49953,Mbeya,Operating
MWAKALELI SDA,111700-1,Dispensary,Private,-9.19522,33.76506,Mbeya,Operating
ISANGE,112231-6,Health Center,Public,-9.186,33.82926,Mbeya,Operating
KIBOLE,102616-0,Dispensary,Public,-9.34961,33.88008,Mbeya,Operating
KANYELELE,102342-3,Dispensary,Public,-9.26227,33.7671,Mbeya,Operating
MPATA,112210-0,Health Center,Public,-9.26312,33.75123,Mbeya,Operating
LUFILYO,109318-6,Dispensary,Public,-9.28894,33.9008,Mbeya,Operating
KAMBASEGELA,102283-9,Dispensary,Public,-9.3952,33.8175,Mbeya,Operating
MBIGILI,109987-8,Dispensary,Private,-9.20853,33.82471,Mbeya,Operating
MANOW,104273-8,Dispensary,Private,-9.25841,33.78876,Mbeya,Operating
NDALA,106231-4,Dispensary,Public,-9.16621,33.758,Mbeya,Operating
JILEKA lab,122067-2,Health Laboratory,Private,-9.26779,33.81343,Mbeya,Operating
SELYA,121408-9,Dispensary,Public,-9.29891,33.87281,Mbeya,Operating
IJOKA,122301-5,Dispensary,Public,-9.17117,33.81404,Mbeya,Operating
ITETE,101977-7,Hospital,Private,-9.301621,33.847241,Mbeya,Operating
NTABA LUTHERAN,106592-9,Dispensary,Private,-9.42362,33.84477,Mbeya,Operating
LUSANJE,103752-2,Dispensary,Public,-9.19225,33.78351,Mbeya,Operating
MPATA,105354-5,Dispensary,Private,-9.26279,33.75032,Mbeya,Operating
BUSOKELO,113925-2,Hospital,Public,-9.2564,33.83118,Mbeya,Operating
MAGUNGA,115067-1,Dispensary,Public,-1.62147,33.92173,Mara,Operating
BARANGA,100325-0,Dispensary,Public,-1.68392,34.22873,Mara,Operating
STESO,122294-2,Dispensary,Private,-1.80292,34.10704,Mara,Operating
VISTENSA,122275-1,Dispensary,Private,-1.67473,34.31167,Mara,Operating
NYABANGE GVT,106629-9,Dispensary,Public,-1.54502,33.8663,Mara,Operating
BUTIAMA,100619-6,Hospital,Public,-1.7674,33.96015,Mara,Operating
MURIAZA,109383-0,Dispensary,Public,-1.7109,33.98596,Mara,Operating
NYASIRORI,106827-9,Dispensary,Public,-1.86136,33.95733,Mara,Operating
BUMANGI GOVT,100552-9,Dispensary,Public,-1.72267,34.00953,Mara,Operating
KIAGATA,102562-6,Health Center,Public,-1.66007,34.10725,Mara,Operating
NYAKISWA,115077-0,Dispensary,Public,-1.49684,33.47196,Mara,Operating
KIABAKARI MAGEREZA,102560-0,Dispensary,Public,-1.77482,33.8218,Mara,Operating
MAZAMI,121601-9,Dispensary,Public,-1.6247,33.9217,Mara,Operating
MJNUAT OSWALD MANG'OMBE CUMPUS,123965-6,Dispensary,Public,-1.67875,33.96235,Mara,Operating
KIABAKARI JWTZ,102559-2,Dispensary,Public,-1.77209,33.8481,Mara,Operating
BISUMWA,100375-5,Dispensary,Public,-1.60304,33.81003,Mara,Operating
RYAMISANGA,107208-1,Dispensary,Public,-1.58792,34.06708,Mara,Operating
FAMILY,121074-9,Dispensary,Private,-1.65006,34.10701,Mara,Operating
NYARUKORU,115071-3,Dispensary,Public,-1.53122,33.78022,Mara,Operating
YASI,111709-2,Dispensary,Private,-1.76412,33.96943,Mara,Operating
BUHEMBA,100473-8,Health Center,Public,-1.76362,34.0789,Mara,Operating
NYAMISISI,106736-2,Dispensary,Public,-1.75527,33.8677,Mara,Operating
MAGANA,103904-9,Dispensary,Public,-1.59476,33.975129,Mara,Operating
RYAMUGABO,107207-3,Dispensary,Public,-1.71627,33.79139,Mara,Operating
RWAMKOMA JKT,107195-0,Dispensary,Public,-1.83129,33.98587,Mara,Operating
NYAMIKOMA,115076-2,Dispensary,Public,-1.80526,33.85142,Mara,Operating
MATONGO,109612-2,Dispensary,Public,-1.71503,34.07301,Mara,Operating
KAMUGEGI,102297-9,Dispensary,Public,-1.73528,33.79443,Mara,Operating
WEGERO,108355-9,Dispensary,Public,-1.610912,34.194872,Mara,Operating
KIZARU,103242-4,Dispensary,Public,-1.67646,34.04125,Mara,Operating
KYAMAJOJE,109395-4,Dispensary,Public,-1.5936510830312614,33.77496623809253,Mara,Operating
BUTUGURI,122098-7,Health Center,Public,-1.39383,33.56152,Mara,Operating
NYABANGE KMT,106630-7,Dispensary,Private,-1.53997,33.86294,Mara,Operating
RWAMKOMA,107194-3,Dispensary,Public,-1.8078,34.0023,Mara,Operating
KYAWAZARWE,103427-1,Dispensary,Public,-1.767757,33.831531,Mara,Operating
RWASERETA,103163-2,Dispensary,Public,-1.71329,34.1781,Mara,Operating
BUSEGWE,100591-7,Dispensary,Public,-1.72088,33.95883,Mara,Operating
BUMANGI KMT,100553-7,Dispensary,Private,-1.73747,34.01057,Mara,Operating
ISABA,109419-2,Dispensary,Public,-1.66355,33.88346,Mara,Operating
BUSEGWE SDA,100592-5,Dispensary,Private,-1.70859,33.9532,Mara,Operating
KWIGUTU,115073-9,Dispensary,Public,-1.76197,33.95949,Mara,Operating
MASURURA,104430-4,Dispensary,Public,-1.61483,34.02225,Mara,Operating
NYAMIKA,106725-5,Dispensary,Public,-1.7276,33.85627,Mara,Operating
SIYA,122228-0,Health Laboratory,Private,-1.76789,33.96553,Mara,Operating
BUTUGURI,100624-6,Dispensary,Public,-1.67403,33.9528,Mara,Operating
BLESSED PIER GIORGIO FRASSAT,102561-8,Dispensary,Private,-1.76487,33.8598,Mara,Operating
BURUMA,100015-7,Dispensary,Public,-1.67623,33.83745,Mara,Operating
MWANZABURIGA,105951-8,Dispensary,Public,-1.79912,33.8997,Mara,Operating
MIRWA,104968-3,Dispensary,Public,-1.76963,34.14423,Mara,Operating
NYANKANGA,106781-8,Dispensary,Public,-1.58656,33.9024,Mara,Operating
MWIBAGI,106013-6,Dispensary,Public,-1.85632,33.8392,Mara,Operating
KAMUGENDI,102290-4,Dispensary,Public,-1.64677,34.07882,Mara,Operating
KIRUMI,109399-6,Health Center,Public,-1.55563,33.95427,Mara,Operating
HONDOGO,101387-9,Dispensary,Public,-6.175448,38.401402,Pwani,Operating
VISEZI,108269-2,Dispensary,Public,-6.74423,38.6316,Pwani,Operating
MBOGA,104621-8,Dispensary,Public,-6.52391,38.30871,Pwani,Operating
Bwawani Secondary,100653-5,Dispensary,Public,-6.64247,38.04989,Pwani,Operating
Matuli,104486-6,Dispensary,Public,-6.674581,38.223361,Pwani,Operating
UBENA PRISON,107991-2,Dispensary,Public,-6.63529,38.1669,Pwani,Operating
PINGO,121884-1,Dispensary,Public,-6.65569,38.43071,Pwani,Operating
KIFULETA,102683-0,Dispensary,Public,-6.09652,38.2047,Pwani,Operating
MBWAMBO,104826-3,Dispensary,Private,-6.64044,38.34885,Pwani,Operating
IMPERIAL,120475-9,Health Center,Private,-6.62974,38.28939,Pwani,Operating
upendo,121958-3,Health Laboratory,Private,-6.364878,38.574665,Pwani,Operating
CHAMAKWEZA,124058-9,Dispensary,Public,-6.67544,38.50432,Pwani,Operating
ANNE HILLARY,120721-6,Dispensary,Private,-6.331885,38.390144,Pwani,Operating
DIOZILE,114760-2,Dispensary,Public,-6.49359,38.27076,Pwani,Operating
LUGOBA SECONDARY,103645-8,Dispensary,Public,-6.45483,38.332,Pwani,Operating
ISACK,120647-3,Health Laboratory,Private,-6.628368,38.268635,Pwani,Operating
SARDON MEDICAL,122681-0,Health Laboratory,Private,-6.52279,38.31193,Pwani,Operating
CHAHUA,114800-6,Dispensary,Public,-6.67339,38.36733,Pwani,Operating
MSIGI,114792-5,Dispensary,Public,-6.51916,38.44204,Pwani,Operating
MNINDI,114759-4,Dispensary,Public,-6.71056,38.59549,Pwani,Operating
KIBAONI,114763-6,Dispensary,Public,-6.22576,38.39461,Pwani,Operating
TUKAMISASA,107894-8,Dispensary,Public,-6.52093,38.21369,Pwani,Operating
SALENI,110145-0,Dispensary,Public,-6.42481,38.34056,Pwani,Operating
MANDERA,104233-2,Dispensary,Private,-6.214632,38.407326,Pwani,Operating
PERA,114801-4,Dispensary,Public,-6.65566,38.43076,Pwani,Operating
D,124448-2,Dispensary,Private,-6.38125,38.20204,Pwani,Operating
KINZAGU,111897-5,Dispensary,Public,-6.38599,38.31192,Pwani,Operating
MBWEWE TYMA,110941-2,Dispensary,Private,-6.08586,38.24512,Pwani,Operating
TALAWANDA,107720-5,Dispensary,Public,-6.49258,38.46635,Pwani,Operating
UBENA ESTATE,107990-4,Dispensary,Public,-6.62276,38.1962,Pwani,Operating
RUPUNGWI,107167-9,Dispensary,Public,-6.162457,38.345367,Pwani,Operating
JANUARY MEDICAL LABORATORY  SERVICES,121136-6,Health Laboratory,Private,-6.634974,38.240211,Pwani,Operating
MASUGURU,104425-4,Dispensary,Public,-6.35717,38.4725,Pwani,Operating
RTS KIHANGAIKO,111350-5,Health Center,Public,-6.273644,38.388209,Pwani,Operating
MSATA,105443-6,Health Center,Public,-6.33492,38.3895,Pwani,Operating
MSOGA,105483-2,Hospital,Public,-6.562437,38.311898,Pwani,Operating
TRIPPLE R MBWAMBO,122005-2,Health Laboratory,Private,-6.635111,38.167599,Pwani,Operating
LIULI,120768-7,Dispensary,Private,NA,NA,Pwani,Operating
