facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status
Chipeso Rural Health Centre,1638,Health Centre,MOH,-15.1963,27.9972,Central,Functional
Mutti Medical Services Limited,4287,General clinic,Private,-15.420393938787,28.3244596875,Lusaka,Functional
UNICOHS University Hospital,4235,1st Level Hospital,Private,-15.365443,28.226363,Lusaka,Functional
Chishi Rural Health Centre,2784,Health Centre,MOH,-11.086601,29.847539,Luapula,Functional
Mufulira Clinic 6 Urban Health Centre,2469,Health Centre,Private,-12.550667,28.2364,Copperbelt,Functional
Kapungwe Health Post,1849,Health Post,MOH,-14.42123,31.528502,Eastern,Functional
Kamilende Rural Health Centre,1927,Health Centre,MOH,-14.178486,23.399228,Western,Functional
Charles Mulando Rural Health Post,4707,Health Post,MOH,NA,NA,Central,Functional
Chipata First Level Hospital,1546,1st Level Hospital,MOH,-15.370545,28.294369,Lusaka,Functional
Keyana Rural Health Centre,1367,Health Centre,MOH,-15.99180588,22.544603,Western,Functional
Chanyalubwe Health Post,2499,Health Post,MOH,-12.43293,32.917366,Eastern,Functional
Muyashi Rural Health Centre,2421,Health Centre,MOH,-12.763917,26.017262,North-Western,Functional
Mutombe Health Post,4433,Health Post,MOH,NA,NA,Central,Functional
Kambole Chansa Health Post,3212,Health Post,MOH,-8.490066,29.671653,Northern,Functional
Sahandu Health Post,3625,Health Post,MOH,-11.1123,24.141,North-Western,Functional
Kawambwa District Hospital,2923,1st Level Hospital,MOH,-9.799652,29.074812,Luapula,Functional
Kapumfi Health Post,4236,Health Post,MOH,-11.4228,30.3952,Muchinga,Functional
Kampekete Rural Health Center,1529,Health Centre,MOH,-15.3911,28.7625,Lusaka,Functional
Civic Center Urban Health Centre,1629,Health Centre,MOH,-15.2094,28.330106,Lusaka,Functional
Jivundu Health Post,3972,Health Post,MOH,-13.103146,24.690597,North-Western,Functional
Mambungo Health Post,4071,Health Post,MOH,-14.004,22.798,Western,Functional
Chafye,4441,Health Post,MOH,-11.548483,30.323875,Luapula,Functional
Luampa Mission Hospital,4121,1st Level Hospital,Faith Based,-15.057099,24.443092,Western,Functional
Chifusa Rural Health Centre,1190,Health Centre,MOH,-16.66636731,26.77060029,Southern,Functional
Mimbulu Health Post,4155,Health Post,MOH,-10.40888,29.29951,Luapula,Functional
Kamaila Health Post,1681,Health Post,MOH,-15.096204,28.309429,Central,Functional
Orbit Health Care Services Limited,4288,General clinic,Private,-15.414877,28.29246,Lusaka,Functional
Chilubi Mainland District Hospital,2799,1st Level Hospital,MOH,-10.970912,30.103231,Northern,Functional
Levi Health Post,2967,Health Post,MOH,-9.54143,29.4888,Northern,Functional
Sakayi Health Post,4045,Health Post,MOH,-13.953865604568,23.182858125,North-Western,Functional
Mafinga District Hospital,4282,1st Level Hospital,MOH,-10.2288,33.36006,Muchinga,Functional
Itufa Rural Health Centre,1412,Health Centre,MOH,-15.855,23.3074,Western,Functional
ZASTI Rural Health Centre,1578,Health Centre,MOH,-15.3185,28.4419,Lusaka,Functional
Mabo Health Post,2684,Health Post,MOH,-11.45562,28.43203,Luapula,Functional
Katwatwa Health Post,3067,Health Post,MOH,-8.46091,30.19385,Northern,Functional
Lumbe Health Post,1199,Health Post,MOH,-16.5949,24.90911,Western,Functional
Mushiwe ZFDS Health Post,2011,Health Post,MOH,-13.8749,28.0353,Copperbelt,Functional
Kasamba Rural Health Centre,2190,Health Centre,MOH,-13.258993,24.498095,North-Western,Functional
Itimpi Urban Health Center,2430,Health Centre,MOH,-12.738783,28.169967,Copperbelt,Functional
Mushota Rural Health Center,2919,Health Centre,MOH,-9.815693,29.390685,Luapula,Functional
Mweshi,4440,Health Post,MOH,-9.570958,28.77821,Luapula,Functional
Chibondo Rural Health Centre,2824,Health Centre,MOH,-10.7176,28.6694,Luapula,Functional
Ntembo Health post,2910,Health Post,MOH,-9.877165,29.367874,Luapula,Functional
Siabunkululu Rural Health Centre,1229,Health Centre,MOH,-16.47612124,26.66718646,Southern,Functional
Musonweji Health Post,3986,Health Post,MOH,-13.730403,25.015337,North-Western,Functional
Mwandi Mission Hospital,1049,1st Level Hospital,Faith Based,-17.5099,24.8169,Western,Functional
Muntemba Rural Health Centre,1699,Health Centre,MOH,-15.003658,27.829093,Central,Functional
Mwachisompola First Level Hospital,3683,1st Level Hospital,MOH,-14.906274,27.9921,Central,Functional
St John Paul II Orthopedic Mission Hospital,4237,1st Level Hospital,Private,-15.450736,28.266678,Lusaka,Functional
Luampa Hospital Affiliated Health Centre,4054,Health Centre,Faith Based,-15.057,24.4433,Western,Functional
Chimpili Rural Health Centre,2899,Health Centre,MOH,-10.01342,29.898571,Luapula,Functional
Kampamule Health Post,1982,Health Post,MOH,-14.01548,31.614341,Eastern,Functional
Nsweta Health post,2674,Health Post,MOH,-11.524021,24.831563,North-Western,Functional
Chunga Sub-Centre Health Post,1555,Health Post,MOH,-15.357811,28.252011,Lusaka,Functional
Mushipashi Rural Health Centre,2013,Health Centre,MOH,-13.866931,27.887589,Copperbelt,Functional
Malubeni Health Post,3804,Health Post,MOH,-12.328769,27.640812,Copperbelt,Functional
Mwami Hospital Affiliated Health Centre,2030,Health Centre,MOH,-13.8046,32.7594,Eastern,Functional
Muyombe Rural Health Centre,2837,Health Centre,MOH,-10.57722,33.44962,Muchinga,Functional
Kafulafuta GRZ  Rural Health Center,2153,Health Centre,MOH,-13.334633,28.568433,Copperbelt,Functional
Dimpos,4435,Health Centre,Private,-11.1996503,28.8908086,Luapula,Functional
Silumbu Rural Health Centre,1144,Health Centre,MOH,-16.9211,23.87183,Western,Functional
Moonga Health Post,3091,Health Post,MOH,-16.33312,28.2844,Southern,Functional
Vundoka Health Post,3010,Health Post,MOH,-9.273459,31.772004,Northern,Functional
Chisanga  Health Post,2022,Health Post,MOH,-13.832014,27.836629,Copperbelt,Functional
Lokomwila Health Post,4240,Health Post,MOH,-11.3927,30.4552,Muchinga,Functional
Mitete Rural Health Centre,1871,Health Centre,MOH,-14.3672,23.0856,Western,Functional
Mulumbwa Mini Hospital,4380,Health Centre,MOH,-16.1719,27.2718,Southern,Functional
Fiwila Rural Health Center,3641,Health Centre,Faith Based,-13.9709,29.606,Central,Functional
Tente Health Post,4583,Health Post,MOH,-10.234254,28.725244,Luapula,Functional
Chamulimba Rural Health Post,4446,Health Post,MOH,-15.33759,28.894642,Lusaka,Functional
Malcom Marcopolo Mini Hospital,3881,Health Centre,MOH,-15.4641,28.22281,Lusaka,Functional
Forest Park Specialised Hospital,4239,1st Level Hospital,Private,-15.408823,28.278502,Lusaka,Functional
METROPOLIS PATHOLOGY SPECIALIST,4612,Diagnostic centre,Private,NA,NA,Central,Functional
Bombwe,4676,Health Post,MOH,NA,NA,Southern,Functional
Nyaluwiro Health Post,1952,Health Post,MOH,-14.084589,31.492287,Eastern,Functional
Chamakubi Health  Post,4108,Health Post,MOH,-12.271141,27.261535,Copperbelt,Functional
Mofu Rural Health Centre,2777,Health Centre,MOH,-11.109305,30.358137,Northern,Functional
Situnga Health Post,1374,Health Post,MOH,-15.85,23.3,Western,Functional
Chibwika Rural Health Centre,2620,Health Centre,MOH,-12.072787,24.302923,North-Western,Functional
Mukonshi Rural Health Centre,2884,Health Centre,MOH,-10.1334,29.1509,Luapula,Functional
Mukosho Health Post,2169,Health Post,MOH,-13.29895,24.21956,North-Western,Functional
Katandano Zambia National Service Rural Health Centre,2624,Health Centre,ZNS,-12.038687,26.466944,North-Western,Functional
ZAF Lusaka (Base) Rural Health Centre,1564,Health Centre,ZDF,-15.336329,28.437163,Lusaka,Functional
Katuyola Rural Health Center,2658,Health Centre,MOH,-11.716382,24.547529,North-Western,Functional
Faith Baptist (Kakolo) Clinic,3647,Health Centre,Faith Based,-12.8068958,28.3213329,Copperbelt,Functional
Alwima Medical Center,3656,Health Centre,Private,-15.3529,28.54451,Lusaka,Functional
Twaileta Min Hospital,4436,1st Level Hospital,MOH,-8.5256,29.0106,Luapula,Functional
Chibamba Health Post,3400,Health Post,MOH,-10.565108,31.82828,Muchinga,Functional
Mansa District Hospital,2726,1st Level Hospital,MOH,-11.259779,28.89542,Luapula,Functional
Litambya Rural Health Centre,1349,Health Centre,MOH,-16.067,23.3052,Western,Functional
Muoyo Rural Health Centre,1480,Health Centre,MOH,-15.5723,23.2545,Western,Functional
Gulumunyanga Health Post,3282,Health Post,MOH,-16.69252165,28.01313931,Southern,Functional
Malundu Rural Health Centre,1350,Health Centre,MOH,-16.06604685,27.28091989,Southern,Functional
Murundu Rural Health Centre,2491,Health Centre,MOH,-12.483522,28.316832,Copperbelt,Functional
Champhande Rural Health Centre,2012,Health Centre,MOH,-13.8719,32.5245,Eastern,Functional
Phil Opticians Twin Palm,4325,Eye clinic,Private,-15.3884143,28.393847,Lusaka,Functional
Mununshi Rural Health Centre,2900,Health Centre,MOH,-10.0099,28.69,Luapula,Functional
Lui-Namabunga Health Post,3235,Health Post,MOH,-16.017371,23.482323,Western,Functional
Mwase-Mphangwe Old Rural Health Centre,2279,Health Centre,MOH,-13.031322,32.94126,Eastern,Functional
Kalweo Rural Health Centre,2031,Health Centre,MOH,-13.802631,28.644532,Copperbelt,Functional
ZNS Chongwe Clinic,1575,Health Centre,ZDF,-15.323045,28.710062,Lusaka,Functional
Mulekatembo Rural Health Centre,2883,Health Centre,MOH,-10.13870171,33.33674577,Muchinga,Functional
Mupandi Health Post,3041,Health Post,MOH,-8.8943514,29.4770716,Northern,Functional
Kashitu Rural Health Center,2058,Health Centre,MOH,-13.675967,28.658617,Copperbelt,Functional
Chinondo Rural Health Center,2127,Health Centre,MOH,-13.436867,28.519617,Copperbelt,Functional
Musungu Rural Health Center,2878,Health Centre,MOH,-10.194319,29.707545,Luapula,Functional
Matushi Health Centre,3982,Health Centre,MOH,-13.509321,24.278523,North-Western,Functional
Kasama Urban Health Centre,3242,Health Centre,MOH,-10.21407,31.1751,Northern,Functional
Kapijimpanga Rural Health Centre,2571,Health Centre,MOH,-12.2595956,26.5189657,North-Western,Functional
Mwenekombe Health Post,3195,Health Post,MOH,-9.97633,32.84688,Muchinga,Functional
Makunka Rural Health Centre,1044,Health Centre,Faith Based,-17.5334,25.6361,Southern,Functional
Mbereshi Mission Hospital Affiliated Health Centre,3305,Health Centre,MOH,-9.753039,28.796572,Luapula,Functional
Chiwuyu Rural Health Centre,1922,Health Centre,MOH,-14.195225,31.831259,Eastern,Functional
Senanga General Hospital,1332,2nd Level Hospital,MOH,-16.146,23.146,Western,Functional
Ipumbu Rural Health Centre,2074,Health Centre,MOH,-13.63776405,27.84502029,Copperbelt,Functional
Twalumba Rural Health Centre,1701,Health Centre,Faith Based,-14.9973,28.1396,Central,Functional
Masempela Rural Health Centre,1102,Health Centre,MOH,-17.25224809,26.93642358,Southern,Functional
Lambwe Chomba Mini Hospital,4437,1st Level Hospital,MOH,-8.411006,29580210,Luapula,Functional
ZNS Airport Rural Health Centre,1581,Health Centre,ZDF,-15.307966,28.440925,Lusaka,Functional
Kabilamwandi Health Post,1795,Health Post,MOH,-14.589764,23.977341,Western,Functional
Minyanya Rural Health Center,2657,Health Centre,MOH,-11.723905,24.804897,North-Western,Functional
Kabalenge Rural Health Center,2932,Health Centre,MOH,-9.77021,28.86173,Luapula,Functional
Kabanda Rural Health Center,2977,Health Centre,MOH,-9.480134,29.588465,Luapula,Functional
Kapisha Health Post,3392,Health Post,MOH,-11.184927,31.597433,Muchinga,Functional
Phil Opticians Woodlands,4326,Eye clinic,Private,NA,NA,Lusaka,Functional
Chilenga RuralHealth Centre,4019,Health Centre,MOH,-14.039146789938,23.73217453125,North-Western,Functional
Lukulu District Hospital,4098,1st Level Hospital,MOH,-14.2444,23.1535,Western,Functional
Filipo Health Post,2915,Health Post,MOH,-9.852365,30.747583,Northern,Functional
Nampeyo Rural Health Centre,1299,Health Centre,MOH,-16.2186191,27.65910013,Southern,Functional
Munyele Health Post,3016,Health Post,MOH,-9.175756,30.172033,Northern,Functional
Matambazi Rural Health Centre,1851,Health Centre,MOH,-14.420845,31.619376,Eastern,Functional
Mbereshi Mission Hospital,3304,1st Level Hospital,Faith Based,-9.75308,28.796407,Luapula,Functional
Sikweya Health Post,1108,Health Post,MOH,-17.18205007,26.6990133,Southern,Functional
Luwi Mission Hospital,2511,2nd Level Hospital,MOH,-12.391262,24.943367,North-Western,Functional
Pemba Main Rural Health Centre,1219,Health Centre,MOH,-16.52023905,27.36507948,Southern,Functional
Sichobo Rural Health Center,3800,Health Centre,MOH,-15.4716,27.7745,Central,Functional
Mukashichimbwe Health Post,3114,Health Post,MOH,-14.86609,27.332913,Central,Functional
Chainama Staff/Student Clinic,4447,General clinic,MOH,-15.3898,28.3553,Lusaka,Functional
A-T Dental Surgery Limited,4379,Dental clinic,Private,-15.3869967,28.3395941,Lusaka,Functional
Mwinilunga District Hospital,2654,1st Level Hospital,MOH,-11.738009,24.43008,North-Western,Functional
Musambeshi Health Post,2941,Health Post,MOH,-9.701134,29.359571,Luapula,Functional
Munyumbwe Rural Health Centre,3276,Health Centre,MOH,-16.64636189,27.77724674,Southern,Functional
Sinungu Rural Health Centre,1429,Health Centre,MOH,-15.8044,23.034300000000002,Western,Functional
Chabilikila Rural Health Center,2961,Health Centre,MOH,-9.54871,28.73623,Luapula,Functional
Kafutuma Rural Health Center,3013,Health Centre,MOH,-9.24168,28.80732,Luapula,Functional
Mwenye Health Post,4113,Health Post,MOH,-13.003976,28.590587,Copperbelt,Functional
Satellite Merrybegg Clinic,4160,Health Centre,Private,NA,NA,North-Western,Functional
Mwanambuyu Rural Health Centre,1726,Health Centre,MOH,-14.92028,24.02038,Western,Functional
Gwembe District Hospital,3269,1st Level Hospital,MOH,-16.49753356,27.60086887,Southern,Functional
Mwanga Health Post,3931,Health Post,MOH,-9.308936,32.35361,Muchinga,Functional
Ikelenge Rural Health Centre,3632,Health Centre,MOH,-11.2401,24.2728,North-Western,Functional
Kazembe Rural Health Centre,2598,Health Centre,MOH,-12.175297,32.563558,Eastern,Functional
Ntoto Health Post,3861,Health Post,MOH,-9.2317127060029,28.807858125,Luapula,Functional
Kasimba Rural Health Centre,1910,Health Centre,MOH,-14.234,24.966,Western,Functional
Saint Johns Medical Center,2596,Health Centre,Private,-12.180471,26.423964,North-Western,Functional
Khuli-khuli Health Post,3247,Health Post,MOH,-11.5516,33.038,Eastern,Functional
Siabbamba Health Post,3271,Health Post,MOH,-16.88182073,27.66177982,Southern,Functional
Mwanamuzya Health Post,4457,Health Post,MOH,-16.1936,28.2113,Southern,Functional
Sote Health Post,2338,Health Post,MOH,-12.935485,30.726086,Central,Functional
Kanyama First Level  hospital,1591,1st Level Hospital,MOH,-15.283,28.2513,Lusaka,Functional
Chimanga Health Centre,4209,Health Centre,MOH,-15.4235753,28.3071378,Lusaka,Functional
Packijax Medical Centre,4448,Health Centre,Private,-15.453295,28.264671,Lusaka,Functional
Chimbofuma Health Post,3853,Health Post,MOH,-13.648431,27.548483,Copperbelt,Functional
Kasisi Rural Health Center,1600,Health Centre,MOH,-15.2671,28.4728,Lusaka,Functional
Chilese Rural Health Center,2097,Health Centre,MOH,-13.555567,28.671717,Copperbelt,Functional
Chingi Health Post,2292,Health Post,MOH,-13.001979,22.726269,North-Western,Functional
Kashikishi Hospital Affiliated Health Center,3006,Health Centre,MOH,-9.31805,28.74944,Luapula,Functional
Mpola  Rural Health Post,4119,Health Post,MOH,-11.1456,24.1631,North-Western,Functional
Katooka Health Post,4120,Health Post,MOH,-11.273,24.2211,North-Western,Functional
Star of Hope,4491,Health Centre,Private,NA,NA,Lusaka,Functional
Mangango Mission Hospital,1781,1st Level Hospital,Faith Based,-14.6446,24.463836,Western,Functional
Chambeshi Health Post,3922,Health Post,MOH,-10.993575775809,31.11498703125,Muchinga,Functional
Chasera Health Post,2369,Health Post,MOH,-12.849368,32.168201,Eastern,Functional
Chipwa Health Post,3060,Health Post,MOH,-8.598697,31.186116,Northern,Functional
Munyumbwe Level 1 Hospital,4118,1st Level Hospital,MOH,-15.456396,28.252125,Southern,Functional
Kapembwa Health Post,3059,Health Post,MOH,-8.617938,30.839833,Northern,Functional
Kapaso Health Post,4241,Health Post,MOH,-11.3658,30.33333,Muchinga,Functional
Butikili Health Post,2130,Health Post,MOH,-13.426881,28.384305,Copperbelt,Functional
Mwanamwalye Rural Health Centre,1245,Health Centre,MOH,-16.4075,24.0092,Western,Functional
Shiwang`andu Urban Health Centre,3206,Health Centre,MOH,-11.2222,31.82748,Muchinga,Functional
Solwezi General Hospital,2593,2nd Level Hospital,MOH,-12.182919,26.421593,North-Western,Functional
Kafweku Rural Health Centre,3956,Health Centre,MOH,-11.233,24.017,North-Western,Functional
Ngundi Health Post,1253,Health Post,MOH,-16.0313,23.454,Western,Functional
Mukulaikwa Rural Health Center,3795,Health Centre,MOH,-15.2671,27.7176,Central,Functional
Kasumpa Health Post,3027,Health Post,MOH,-9.10994,28.798,Luapula,Functional
St. Francis Mission Hospital,1959,2nd Level Hospital,MOH,-14.06451,32.015472,Eastern,Functional
Mukenge Health Post,4036,Health Post,MOH,-13.526989957442,23.1389128125,North-Western,Functional
Zasp Health Post,3262,Health Post,MOH,-12.923,33.13516,Eastern,Functional
Lwatembo Health Post,3475,Health Post,MOH,-15.260104,23.806276,Western,Functional
Sandangombe Health Post,2523,Health Post,MOH,-12.3666067,26.3576318,North-Western,Functional
Chitungu Rural Health Centre,2635,Health Centre,MOH,-11.950442,25.39926,North-Western,Functional
Kataba Rural Health Centre,1503,Health Centre,MOH,-15.4464,23.3343,Western,Functional
Chimtende Rural Health Centre,2006,Health Centre,MOH,-13.9284,31.89202,Eastern,Functional
Nkhanga Rural Health Centre,3261,Health Centre,MOH,-12.9161,33.2249,Eastern,Functional
Choompa  Health Post,1223,Health Post,MOH,-16.5024749,27.49093786,Southern,Functional
Kaoma District Hospital,1754,1st Level Hospital,MOH,-14.805248,24.798082,Western,Functional
Michinka Health Post,2136,Health Post,MOH,-13.414461,28.619352,Copperbelt,Functional
Kasamba Rural Health Centre,2187,Health Centre,MOH,-13.262418,28.2618,Copperbelt,Functional
Muyembe Rural Health Center,2901,Health Centre,MOH,-9.992027,29.117268,Luapula,Functional
Kawambwa Hospital Affiliated Health Center,2928,Health Centre,MOH,-9.79327,29.076635,Luapula,Functional
Kafue General Hospital,1454,2nd Level Hospital,MOH,-15.7346,28.17,Lusaka,Functional
University of Zambia Clinic,4213,Health Centre,MOH,-15.431438,28.30825,Lusaka,Functional
Namanongo Rural Health Post,1609,Health Post,MOH,-15.25141,29.07958,Lusaka,Functional
Lunchinda Rural Health Centre,3064,Health Centre,MOH,-8.50739,28.991,Luapula,Functional
Sachibondu  Rural Health Cenhtre,3636,Health Centre,Faith Based,-11.5209,24.4645,North-Western,Functional
Chilenga Health Centre,4125,Health Centre,MOH,-13.761867846903,23.46850265625,North-Western,Functional
Mayankwa Rural Health Centre,3580,Health Centre,MOH,-14.434758,23.861663,Western,Functional
Mitukutuku Rural Health Centre,2574,Health Centre,MOH,-12.2481686,26.338734,North-Western,Functional
Sibalumbi Health Post,1211,Health Post,MOH,-16.55377492,27.45360796,Southern,Functional
Maano Health Post,1620,Health Post,MOH,-15.220353,27.510567000000002,Lusaka,Functional
Kaoma Urban Health Centre,1751,Health Centre,MOH,-14.80513,24.79811,Western,Functional
Maziba Health Post,1181,Health Post,MOH,-16.704788,23.664184,Western,Functional
Musipazi Rural Health Centre,3527,Health Centre,MOH,-8.681789,31.385084,Northern,Functional
Kamsaro Health Post,2528,Health Post,MOH,-12.353461,33.033917,Eastern,Functional
Shembwe Health Post,1428,Health Post,MOH,-15.82088,27.65132,Southern,Functional
Kwenje Health Post,1983,Health Post,MOH,-14.0142,31.5055,Eastern,Functional
Litoya Rural Health Centre,1468,Health Centre,MOH,-15.6581,23.3407,Western,Functional
Kanemela Health Post,1613,Health Post,MOH,-15.244726,30.221261,Lusaka,Functional
Katanshya Rural Health center,1007,Health Centre,MOH,-11.4545,29.7216,Luapula,Functional
Yambeji  Rural Health Post,3629,Health Post,MOH,-11.1753,24.1721,North-Western,Functional
ZNS Kabwe Urban Health Centre,3137,Health Centre,ZDF,NA,NA,Central,Functional
Nshinso Rural Health Center,3772,Health Centre,MOH,-13.7752746,29.8195208,Central,Functional
Chipungo Rural Health Centre,2042,Health Centre,MOH,-13.7569,32.4856,Eastern,Functional
Kawota  Hospital Affiliated Health   Centre,3631,Health Centre,MOH,-11.1763,24.1883,North-Western,Functional
Chikoyi Peri Urban Health Centre,4128,Health Centre,MOH,-10.2697,29.9279,Northern,Functional
Kanyemba,4454,Health Post,MOH,-10.399526,28.663311,Luapula,Functional
Kampumbu Rural Health Centre,3435,Health Centre,MOH,-10.2535,33.0048,Muchinga,Functional
Salujinga  Rural Health Centre,3621,Health Centre,MOH,-10.9684,24.12311,North-Western,Functional
Lutwa Health Post,1128,Health Post,MOH,-17.03736568,27.60037039,Southern,Functional
Zambia Army Health Post,4455,Health Post,ZDF,-16.7972784,27.0033044,Southern,Functional
Mupambe Health Post,3839,Health Post,MOH,-12.540023,28.273207,Copperbelt,Functional
Itebe Rural Health Centre,1425,Health Centre,MOH,-15.829102,27.551229,Southern,Functional
Kamphambe Rural Health Centre,1979,Health Centre,MOH,-14.023,32.15866,Eastern,Functional
Siamuleya Rural Health Centre,1142,Health Centre,MOH,-16.949855,27.32786667,Southern,Functional
Kakombe Rural Health Centre,2579,Health Centre,MOH,-12.2271461,26.6878972,North-Western,Functional
Shibwalya Kapila Rural Health Centre,2929,Health Centre,MOH,-9.786871,30.800516,Northern,Functional
Nalwashi Rural Health Centre,1254,Health Centre,MOH,-16.3837,23.1007,Western,Functional
Kahare Rural Health Centre,1734,Health Centre,MOH,-14.875053,25.193777,Western,Functional
St Theresa Mission Hospital,2149,1st Level Hospital,Faith Based,-13.3539437,28.4194136,Copperbelt,Functional
Mupapa Rural Health Center,2176,Health Centre,MOH,-13.29145,28.700883,Copperbelt,Functional
Shem Rural Health Centre,3433,Health Centre,MOH,-9.528235,32.901878,Muchinga,Functional
Muzeya Rural Health  Post,3623,Health Post,MOH,-11.0559,24.17568,North-Western,Functional
Baba Medical Centre,4291,General clinic,Private,-15.399211200615,28.25854171875,Lusaka,Functional
Health Esprit,4547,Physiotherapy,Private,-15.4106732,28.3851706,Lusaka,Functional
Mwandasengo Health Post,4060,Health Post,MOH,-14.9211,24.4711,Western,Functional
Lupende,4490,Health Post,MOH,-11.13135,29.202807,Luapula,Functional
Boyole Health Post,3253,Health Post,MOH,-12.11295,33.08224,Eastern,Functional
Kanyenda Rural Health Centre,2128,Health Centre,MOH,-13.4349534,28.2378302,Copperbelt,Functional
Musangu Health Post,1388,Health Post,MOH,-15.92190687,28.03526438,Southern,Functional
Chadiza District Hospital,1960,1st Level Hospital,MOH,-14.061831,32.422264,Eastern,Functional
Nyawa Rural Health Centre,1118,Health Centre,MOH,-17.1013,25.539,Southern,Functional
Kasabi Rural Health Centre,1743,Health Centre,MOH,-14.8613,23.76552,Western,Functional
Namatama Health Post,1028,Health Post,MOH,-17.824226,25.886759,Southern,Functional
Ipusukilo Rural Health Centre,4130,Health Centre,MOH,-10.378908,29.88385,Northern,Functional
Lusu Mission Health Post,1105,Health Post,Faith Based,-17.2127,24.09247,Western,Functional
Pecha Health Post,2879,Health Post,MOH,-10.192192,30.285852,Northern,Functional
Fikonkonta Health Post,4129,Health Post,MOH,-10.459943,30.143689,Northern,Functional
Mayembe Health Post,3427,Health Post,MOH,-9.550752,32.743538,Muchinga,Functional
Mwembeshi Rural Health,1633,Health Centre,MOH,-15.204461,27.555786,Lusaka,Functional
Sepande Mini-Hospital,4384,Health Centre,MOH,-16.896826,NA,Southern,Functional
Mulundu  Health Post,3765,Health Post,MOH,-13.613961,29.4097721,Central,Functional
Fungulwe Rural Health Centre,2213,Health Centre,MOH,-13.098084,28.09539,Copperbelt,Functional
Mutti-Kabelenga Health Services Limited Hospital,4216,1st Level Hospital,Private,-15.4084425,28.2925516,Lusaka,Functional
Optimal Medical and Wellness Centre,4292,General clinic,Private,-15.38407,28.311666,Lusaka,Functional
Nvumabaranda Rural Health Centre,4417,Health Centre,Private,-12.4776,26.407469,North-Western,Functional
Kamafumbu Rural Health Post,3622,Health Post,MOH,-11.0517,24.05679,North-Western,Functional
Vincent Bulaya Health Post,2954,Health Post,MOH,-9.603284,30.550945,Northern,Functional
Albaraka Health Post,3457,Health Post,Private,-15.3762,28.19042,Lusaka,Functional
Allessandras Urban Health Centre,2221,Health Centre,MOH,-13.150921,28.443364,Copperbelt,Functional
Nyakatokoli Health Post,2083,Health Post,MOH,-13.618033,32.078172,Eastern,Functional
Mulele Health Post,1195,Health Post,MOH,-16.626006,23.115026,Western,Functional
Bwembelelo Health Post,2104,Health Post,MOH,-13.5251147,28.2279806,Copperbelt,Functional
Nega Nega Rural Health Centre,1419,Health Centre,MOH,-15.83524,28.02313,Southern,Functional
Chilolwa Rural Health Centre,3418,Health Centre,MOH,-9.571427,32.624834,Muchinga,Functional
Chipundu Health post,3320,Health Post,MOH,-12.23583,29.44194,Luapula,Functional
Simooya Health Post,1191,Health Post,MOH,-16.65039965,27.18419233,Southern,Functional
Mukusi Sawmills Rural Health Centre,1085,Health Centre,MOH,-17.3165,24.16153,Western,Functional
Kabitaka Merrybegg Clinic,4158,Health Centre,Private,-12.18929,26.47641,North-Western,Functional
Namwianga Mission Hospital,1124,1st Level Hospital,Faith Based,-17.06437703,26.48691159,Southern,Functional
Chikando Rural Health Centre,2018,Health Centre,MOH,-13.8386,32.4592,Eastern,Functional
Kasanga Health Post,3601,Health Post,MOH,-11.5114939,28.4434,Luapula,Functional
Malubila Health Post,3760,Health Post,MOH,-13.658297,29.895443,Central,Functional
Chimwemwe UCZ Health Post,4459,Health Post,MOH,-15.3530973,28.2948824,Lusaka,Functional
Optique Clinic,4293,General clinic,Private,-15.42018,28.3433,Lusaka,Functional
Chibuye Rural Health Centre,2781,Health Centre,MOH,-11.106474,29.437628,Luapula,Functional
Zimba Hospital Affiliated Health Centre,1083,Health Centre,MOH,-17.31779214,26.20393022,Southern,Functional
Mbayamusuma Rural Health Centre,1410,Health Centre,Faith Based,-15.856368,27.7547,Southern,Functional
Sianyoolo Rural Health Centre,1248,Health Centre,MOH,-16.234,28.1819,Southern,Functional
Lunzi Rural Health Centre,3250,Health Centre,MOH,-11.69562,33.23124,Eastern,Functional
Nsanja Health Post,4132,Health Post,MOH,-10.356728,29.96659,Northern,Functional
Kanchibiya Resettlement Health Post,4242,Health Post,MOH,-11.7062619,31.207733,Muchinga,Functional
Katima Mulilo Urban Clinic,1058,Health Centre,MOH,-17.4712,24.24279,Western,Functional
Kyakufuma Rural Health Centre,2625,Health Centre,MOH,-12.0362924,26.4007701,North-Western,Functional
Ndingindi Health Post,3412,Health Post,MOH,-9.865795,32.499842,Muchinga,Functional
Kambobe Health Post,2998,Health Post,MOH,-9.358616,30.2305553,Northern,Functional
North Star Alliance Wellness Centre,1354,First-aid stations,MOH,-16.033863,28.844357,Southern,Functional
The Hill Wellness Centre Family Legacy Missions Zambia,4314,General clinic,Private,NA,NA,Lusaka,Functional
Solwezi Hospital Affiliated Health Centre,2594,Health Centre,MOH,-12.182919,26.421593,North-Western,Functional
Mondengwa Mini Hospital,1647,Health Centre,MOH,-15.170237,28.023249,Lusaka,Functional
Munas Clinic,4358,Diagnostic centre,Private,NA,NA,Lusaka,Functional
Mwanjuni Health Post,1603,Health Post,MOH,-15.26092,28.26873,Central,Functional
Sinazeze Hills Mini Hospital,4387,Health Centre,MOH,-17.133948,27.424226,Southern,Functional
ZNS Luanshimba Rural Health Centre,3758,Health Centre,ZDF,-13.709087,29.586333,Central,Functional
Mikunku Health Center,3762,Health Centre,MOH,-13.7908914,29.043297,Central,Functional
